"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Total.attacking","Total.skill","Total.movement","Total.power","Total.mentality","Weak.foot"
"K. Ehizibue",23,70,75,1,"Attacker",2e+06,6000,3,293,302,365,372,318,2
"R. Lenis",25,70,70,4,"Attacker",1900000,9000,3,334,311,363,304,254,3
"N. Colazo",27,70,70,NA,"Attacker",1900000,9000,3,296,354,385,357,337,3
"K. Kanatsızkuş",21,70,77,3,"Attacker",2500000,9000,3,309,307,321,344,260,3
"Nacho Gil",22,70,76,NA,"Attacker",2400000,4000,3,280,341,375,257,274,4
"R. Cardozo",28,70,70,NA,"Attacker",0,0,3,284,309,370,298,286,1
"M. Duelund",21,70,78,4,"Attacker",2600000,1000,3,320,342,379,346,313,3
"S. Lobjanidze",23,70,76,1,"Attacker",2400000,8000,3,298,326,397,322,269,4
"Edgar Costa",31,70,70,1,"Attacker",1600000,7000,3,330,347,361,357,324,3
"L. Clarke",33,70,70,NA,"Attacker",1100000,30000,2,326,275,296,359,309,3
"O. Dramé",25,70,70,1,"Attacker",1900000,5000,4,305,318,406,307,291,3
"F. Diabaté",22,70,78,NA,"Attacker",2600000,8000,3,324,288,384,298,244,3
"E. Torres",25,70,73,3,"Attacker",2300000,10000,3,341,336,357,354,325,3
"R. Improta",24,70,71,2,"Attacker",2100000,4000,3,302,299,397,245,228,3
"A. Olsen",18,70,83,1,"Attacker",3200000,5000,3,318,336,373,355,289,4
"S. Ubilla",27,70,70,0,"Attacker",1900000,8000,3,324,313,411,354,255,3
"L. James",25,70,73,1,"Attacker",2300000,5000,3,324,259,350,361,233,3
"Z. Bakkali",22,70,75,3,"Attacker",2400000,10000,3,293,352,405,334,244,4
"C. Oliveira Souza",22,70,78,1,"Attacker",2600000,5000,3,292,317,400,309,277,4
"M. Larrondo",29,70,70,NA,"Attacker",1800000,3000,3,340,300,247,319,298,3
"P. Cuadra",23,70,76,NA,"Attacker",2500000,9000,3,287,307,409,332,247,5
"M. Ardemagni",31,70,70,2,"Attacker",1600000,4000,2,309,274,339,387,251,3
"Han Kwang Song",19,70,82,NA,"Attacker",3100000,2000,3,300,291,365,321,249,5
"C. Nyman",25,70,73,3,"Attacker",2300000,5000,3,320,278,364,373,320,3
"L. Vibe",31,70,70,0,"Attacker",1600000,4000,3,325,284,385,327,308,4
"A. Engin",21,70,79,2,"Attacker",2700000,4000,3,284,290,384,297,263,3
"N. Dovedan",23,70,75,2,"Attacker",2400000,8000,3,318,335,399,308,258,4
"P. Rubio",29,70,70,0,"Attacker",1800000,4000,3,327,310,349,367,277,3
"E. Torregrossa",26,70,71,2,"Attacker",2100000,4000,4,299,281,342,380,262,3
"A. Sadiku",27,70,70,4,"Attacker",1900000,6000,3,289,265,322,341,278,3
"Witi",21,70,76,1,"Attacker",2400000,6000,3,287,292,408,291,255,3
"L. Mchedlidze",28,70,70,0,"Attacker",1800000,10000,3,316,283,280,318,281,3
"S. Fletcher",31,70,70,1,"Attacker",1600000,15000,3,335,263,312,350,298,2
"T. Asano",23,70,75,NA,"Attacker",2400000,15000,3,300,275,427,336,257,4
"T. Touré",24,70,72,NA,"Attacker",2200000,5000,3,337,346,360,333,310,3
"D. Rubio",25,70,73,3,"Attacker",2300000,6000,3,324,291,350,342,293,3
"D. Horgan",25,70,70,2,"Attacker",1900000,5000,4,296,337,393,343,241,4
"M. Schäffler",29,70,70,2,"Attacker",1800000,7000,2,305,251,335,359,303,3
"R. Neudecker",21,70,76,0,"Attacker",2400000,8000,3,278,331,397,302,280,3
"D. James",20,70,82,1,"Attacker",3200000,10000,3,290,304,404,290,240,4
"E. Taşdemir",22,70,76,1,"Attacker",2e+06,20000,3,302,351,395,312,306,3
"Y. Ngbakoto",26,70,70,2,"Attacker",1900000,15000,3,289,347,375,333,274,3
"R. Bonevacia",26,70,70,0,"Attacker",1900000,6000,3,315,332,370,380,306,3
"M. Kanno",23,70,76,3,"Attacker",2100000,15000,3,324,316,344,368,325,3
"J. Maghoma",30,70,70,1,"Attacker",1700000,15000,3,282,320,396,330,268,3
"K. Kasongo",23,70,74,2,"Attacker",2400000,15000,2,305,243,347,321,284,3
"F. Jozefzoon",27,70,70,2,"Attacker",1900000,20000,3,286,311,414,305,292,4
"Dalmau",24,70,75,1,"Attacker",2400000,5000,3,310,246,364,308,276,4
"S. RieksB",31,70,70,2,"Attacker",1200000,5000,3,324,333,377,345,324,4
"Ö. Bayram",26,70,70,2,"Attacker",1500000,20000,3,315,352,394,358,327,3
"L. Mousset",22,70,75,1,"Attacker",2400000,30000,3,302,283,356,345,251,3
"F. Salazar",23,70,75,4,"Attacker",2400000,2000,3,312,331,389,352,283,3
"W. Sobota",31,70,70,1,"Attacker",1600000,10000,3,310,304,419,311,294,4
"L. Castro",26,70,70,0,"Attacker",1900000,3000,3,322,268,372,339,282,3
"A. Boljević",22,70,75,2,"Attacker",2400000,8000,3,278,328,369,334,278,5
"A. Rentería",25,70,73,NA,"Attacker",2300000,2000,3,328,339,369,358,248,3
"Shim Dong Woon",28,70,70,NA,"Attacker",1800000,4000,3,281,298,409,348,292,5
"Murilo Freitas",22,70,79,2,"Attacker",2700000,6000,4,285,327,385,322,288,2
"Rhayner",27,70,70,2,"Attacker",1900000,8000,4,303,331,400,355,293,3
"K. Lafferty",30,70,70,0,"Attacker",1700000,4000,3,338,307,339,370,311,4
"N. Wells",28,70,70,NA,"Attacker",1800000,8000,3,325,318,383,335,330,3
"M. Vilhjálmsson",31,70,70,2,"Attacker",1600000,4000,3,330,289,331,359,302,3
"K. Sigþórsson",28,70,70,2,"Attacker",1800000,7000,2,319,285,295,329,309,3
"E. Bello",22,70,75,1,"Attacker",2400000,3000,3,284,327,366,295,252,4
"Z. Gano",24,70,73,3,"Attacker",2300000,9000,3,328,261,282,356,280,3
"J. Caicedo",28,70,70,NA,"Attacker",1800000,6000,2,318,255,309,349,270,2
"S. Hain",29,70,70,4,"Attacker",1800000,5000,3,316,261,375,325,263,4
"E. Kılınç",23,70,73,1,"Attacker",2300000,8000,3,284,314,367,296,234,3
"S. Kaneko",23,70,74,2,"Attacker",2300000,3000,3,298,341,415,347,259,3
"Z. Sadaev",28,70,70,1,"Attacker",1800000,15000,3,278,289,355,354,315,3
"M. Sylla",24,70,73,NA,"Attacker",2300000,8000,3,326,282,346,346,302,4
"J. Ebobisse",21,70,78,0,"Attacker",2700000,5000,2,316,296,377,355,291,4
"L. Mendoza",28,70,70,1,"Attacker",1800000,15000,3,299,322,374,341,311,3
"C. Buonaiuto",25,70,71,NA,"Attacker",2100000,4000,3,322,333,367,341,266,3
"C. Guanca",25,70,73,NA,"Attacker",2300000,15000,3,318,286,365,345,279,3
"Li Xuepeng",29,70,70,2,"Attacker",1300000,10000,3,314,334,358,338,311,3
"K. Mahachi",24,70,73,2,"Attacker",2300000,1000,3,319,312,378,332,343,4
"Lisandro Semedo",22,70,76,3,"Attacker",2400000,6000,4,316,309,383,337,239,3
"A. Niane",25,70,73,2,"Attacker",2300000,9000,3,322,271,349,349,259,3
"P. Iemmello",26,70,71,NA,"Attacker",2100000,3000,3,316,311,368,336,249,2
"M. Cerato",30,70,70,1,"Attacker",1700000,4000,3,295,301,401,294,271,3
"N. Stojiljković",25,70,71,NA,"Attacker",2100000,6000,3,336,273,329,348,317,4
"M. Caballero",23,70,75,0,"Attacker",2400000,3000,3,326,265,356,350,256,4
"M. Ingvartsen",22,70,76,2,"Attacker",2500000,9000,3,327,280,349,339,254,3
"Alex Pozo",19,70,80,NA,"Attacker",2800000,3000,3,326,318,397,313,225,3
"M. Mustacchio",29,70,70,NA,"Attacker",1700000,3000,3,313,316,398,336,267,4
"Hugo Vieira",29,70,70,1,"Attacker",1800000,10000,3,321,310,400,344,278,3
"Z. Machach",22,70,77,NA,"Attacker",2500000,3000,3,326,339,343,338,317,3
"N. Foor",26,70,71,1,"Attacker",2100000,9000,3,306,345,388,333,340,5
"Ademilson",24,70,74,3,"Attacker",2400000,8000,4,306,298,397,378,284,2
"Rogério",20,70,85,NA,"Attacker",3900000,20000,3,295,322,361,312,317,3
"Álvaro",27,70,70,1,"Attacker",1900000,6000,3,313,275,348,358,234,3
"D. Petratos",25,70,70,3,"Attacker",1900000,4000,3,294,343,388,352,302,4
"Manu Barreiro",31,70,70,3,"Attacker",1600000,7000,3,316,319,300,356,289,2
"C. Antwi-Adjej",24,70,73,2,"Attacker",2300000,7000,3,292,283,415,294,234,3
"N. Reniero",23,70,76,3,"Attacker",2500000,10000,3,312,315,321,348,240,3
"S. Limbombe",27,70,70,2,"Attacker",1900000,15000,3,302,334,424,360,262,4
"A. Ríos",28,70,70,1,"Attacker",1800000,6000,3,329,328,361,355,282,4
"A. Nordin",20,70,80,3,"Attacker",2900000,10000,3,304,305,375,311,248,4
"K. Sugimoto",25,70,72,2,"Attacker",2200000,8000,3,294,277,352,379,269,4
"L. Vido",21,70,80,NA,"Attacker",2900000,3000,3,326,321,342,343,268,3
"V. Malcorra",30,70,70,4,"Attacker",1600000,10000,3,297,376,376,361,315,4
"Luisinho",27,70,70,1,"Attacker",1900000,15000,4,320,345,367,329,259,2
"S. Moreo",25,70,73,2,"Attacker",2300000,3000,3,335,287,340,360,297,3
"C. Cisneros",24,70,71,4,"Attacker",2100000,15000,3,312,309,375,343,283,4
"G. Moncini",22,70,78,2,"Attacker",2700000,3000,3,313,280,353,328,272,3
"M. Richter",20,70,79,4,"Attacker",2800000,10000,3,312,300,382,337,242,4
"Fidel",28,70,70,2,"Attacker",1800000,7000,3,302,337,372,328,314,2
"T. Kempe",29,70,70,1,"Attacker",1700000,10000,3,321,369,347,364,309,3
"I. Jeraldino",22,70,77,4,"Attacker",2500000,4000,2,287,272,326,352,246,4
"Waldo",22,70,75,3,"Attacker",2400000,10000,4,309,320,406,340,282,4
"S. Allagui",32,70,70,0,"Attacker",1400000,10000,3,340,327,364,351,273,3
"K. Przybyłko",25,70,72,1,"Attacker",2200000,6000,2,313,280,307,362,256,3
"D. Sciaudone",29,70,70,0,"Attacker",1700000,3000,3,348,337,356,369,322,3
"I. Sylla",27,70,70,2,"Attacker",1900000,10000,3,323,286,342,349,291,3
"S. Mugoša",26,70,71,2,"Attacker",2100000,5000,3,286,262,317,334,257,3
"O. Oularé",22,70,77,NA,"Attacker",2500000,9000,3,324,237,266,337,282,3
"F. Malbašić",25,70,73,2,"Attacker",2300000,7000,3,308,328,381,335,276,4
"S. Berahino",24,69,72,3,"Attacker",1400000,20000,3,310,316,345,325,268,4
"A. Fink",30,69,69,1,"Attacker",1e+06,5000,3,322,303,383,322,281,3
"G. Stewart",28,69,69,NA,"Attacker",1100000,5000,3,313,318,363,314,272,3
"Villalibre",20,69,76,4,"Attacker",1500000,9000,3,293,272,346,364,280,3
"Gabrielzinho",22,69,77,3,"Attacker",1500000,5000,4,296,283,420,306,265,3
"Vagner",22,69,77,NA,"Attacker",1500000,4000,3,302,309,404,305,252,3
"R. Munsy",28,69,69,NA,"Attacker",1100000,9000,3,265,272,350,354,241,3
"M. Pourié",27,69,69,3,"Attacker",1100000,5000,3,311,265,337,358,294,4
"Isma López  B",28,69,69,2,"Attacker",825000,6000,3,283,323,383,343,309,3
