"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Weak.foot","Total.attacking","Total.skill","Total.movement","Total.power","Total.mentality","Total.defending"
"J. Gol",32,70,70,1,"Midfielder",1e+06,5000,3,4,319,328,335,347,341,194
"G. Gardner",26,70,70,NA,"Midfielder",1900000,15000,3,3,343,355,288,363,338,190
"E. Rexhbeçaj",20,70,81,4,"Midfielder",3e+06,15000,3,3,292,302,332,305,318,191
"G. Carabajal",26,70,70,0,"Midfielder",1900000,9000,3,3,273,293,350,324,253,101
"J. Pitroipa",32,70,70,2,"Midfielder",1400000,6000,3,3,303,329,373,303,274,102
"G. Peñalba",33,70,70,0,"Midfielder",725000,7000,3,3,328,338,272,332,357,193
"J. Sánchez",30,70,70,1,"Midfielder",1300000,3000,3,3,311,332,347,351,340,197
"Renaldo Justinho",34,70,70,2,"Midfielder",9e+05,10000,3,4,337,322,359,261,295,119
"G. Dicker",31,70,70,1,"Midfielder",1200000,5000,2,3,285,301,314,343,307,194
"M. Coutadeur",32,70,70,1,"Midfielder",1e+06,5000,3,4,304,352,352,356,351,189
"C. Battocchio",26,70,71,2,"Midfielder",2100000,5000,3,3,289,332,389,335,316,175
"J. Rodríguez",22,70,77,2,"Midfielder",2100000,10000,2,3,268,294,355,305,307,206
"A. Mühling",25,70,71,2,"Midfielder",2100000,8000,3,4,291,330,347,359,304,170
"L. Desábato",28,70,70,1,"Midfielder",1400000,6000,3,3,281,319,351,350,310,199
"S. Coopman",23,70,74,3,"Midfielder",2300000,8000,3,3,326,319,335,288,252,116
"R. Maiello",26,70,70,3,"Midfielder",1900000,10000,3,3,277,327,373,339,311,162
"Y. Bodiger",23,70,75,NA,"Midfielder",2e+06,5000,3,3,294,336,287,329,334,201
"Raphael Paneira",30,70,70,2,"Midfielder",1700000,15000,4,4,331,318,318,276,278,109
"A. Barkok",20,70,80,NA,"Midfielder",2800000,10000,4,3,311,348,350,310,293,167
"K. Drygas",26,70,71,2,"Midfielder",1700000,5000,3,3,326,319,339,368,349,191
"M. Svanberg",19,70,85,4,"Midfielder",3800000,8000,3,3,289,346,364,349,310,157
"T. Hiariej",29,70,70,0,"Midfielder",1400000,3000,3,4,317,335,345,346,327,202
"M. Kone",28,70,70,2,"Midfielder",1800000,9000,3,3,284,327,374,387,331,193
"M. Zaccagni",23,70,76,1,"Midfielder",2400000,3000,3,3,274,309,325,298,312,188
"J. Moreno",24,70,75,1,"Midfielder",2e+06,4000,2,4,303,334,324,333,321,194
"S. Morsy",26,70,71,2,"Midfielder",1700000,30000,3,3,271,296,358,350,321,191
"T. Antonis",24,70,71,3,"Midfielder",2100000,5000,3,5,303,335,347,354,324,174
"Rafael Costa",27,70,70,1,"Midfielder",1800000,6000,3,3,318,355,309,347,302,156
"S. Griesbeck",27,70,70,1,"Midfielder",1500000,8000,2,3,266,270,282,334,288,212
"I. Traoré",29,70,70,2,"Midfielder",1700000,1000,3,3,294,306,336,346,325,199
"D. Dessena",31,70,70,1,"Midfielder",1500000,4000,3,3,325,337,330,364,351,218
"J. Campuzano",22,70,81,4,"Midfielder",2700000,10000,2,3,241,276,350,332,265,204
"Z. Valentin",26,70,70,0,"Midfielder",1500000,5000,3,4,278,290,334,326,291,213
"J. Corona",27,70,70,3,"Midfielder",1800000,5000,3,3,329,343,352,342,318,189
"T. Valls",22,70,75,1,"Midfielder",2300000,10000,3,2,295,305,334,327,307,196
"G. Zusi",31,70,70,2,"Midfielder",1200000,5000,3,4,339,364,339,375,349,201
"R. Kurzawa B",25,70,71,NA,"Midfielder",2100000,10000,3,2,317,353,323,326,295,189
"C. Fuentes",25,70,74,0,"Midfielder",1900000,6000,3,3,288,297,364,370,287,197
"Cai Huikang",28,70,70,1,"Midfielder",1400000,10000,2,3,258,273,313,329,287,198
"K. Dowell",20,70,83,NA,"Midfielder",3400000,7000,3,3,314,341,327,297,282,143
"A. Balić",20,70,77,NA,"Midfielder",2500000,4000,3,3,302,354,309,301,275,166
"Breno Bemposta",34,70,70,2,"Midfielder",550000,10000,2,3,278,355,282,354,319,211
"S. Yatabaré",29,70,70,1,"Midfielder",1700000,8000,3,3,314,320,306,372,345,197
"Ruiz de Galarreta",24,70,73,3,"Midfielder",2200000,6000,3,3,296,313,345,301,312,200
"Mauro Júnior",19,70,82,3,"Midfielder",3100000,5000,3,3,299,343,379,261,283,131
"F. Ulvestad",26,70,70,1,"Midfielder",1900000,5000,3,3,310,317,335,353,337,211
"J. Valdés",37,70,70,0,"Midfielder",450000,4000,3,4,325,372,317,268,344,133
"E. Andersen",25,70,71,3,"Midfielder",2100000,5000,3,2,310,353,366,343,274,130
"C. Bryson",31,70,70,0,"Midfielder",1500000,20000,3,3,302,331,373,355,334,189
"L. Tomlin",29,70,70,NA,"Midfielder",1700000,8000,3,3,315,343,325,317,332,98
"N. Viola",28,70,70,2,"Midfielder",1800000,4000,3,3,323,345,333,345,314,169
"Felipe",27,70,70,1,"Midfielder",1800000,5000,3,4,305,349,328,337,335,188
"Marlinito Dias",34,70,70,2,"Midfielder",550000,15000,2,3,281,275,274,286,308,183
"D. Kaiser",29,70,70,1,"Midfielder",1700000,15000,3,5,326,355,348,351,342,165
"U. Matić",28,70,70,NA,"Midfielder",1800000,10000,3,3,305,325,343,373,334,182
"Toribio",29,70,70,2,"Midfielder",1400000,6000,2,3,248,286,306,361,313,213
"S. Gustafson",23,70,74,NA,"Midfielder",2300000,3000,3,3,287,348,320,300,292,183
"F. Zuculini",27,70,70,2,"Midfielder",1800000,8000,3,3,295,330,351,339,310,198
"Luan Sendeiro",26,70,70,2,"Midfielder",1500000,15000,2,3,303,330,311,314,296,201
"J. Cortés",28,70,70,2,"Midfielder",1800000,10000,3,3,337,343,347,345,309,173
"M. Formica",30,70,70,1,"Midfielder",1700000,10000,3,3,325,335,353,324,291,87
"L. Capezzi",23,70,75,NA,"Midfielder",2300000,8000,2,2,300,328,314,310,336,173
"X. Kouassi",28,70,70,3,"Midfielder",1400000,15000,3,2,249,296,379,347,335,197
"A. Ramírez",37,70,70,4,"Midfielder",450000,2000,3,3,315,351,342,330,319,187
"K. Parks",20,70,81,NA,"Midfielder",3e+06,4000,3,3,301,309,260,310,330,186
"Canella",30,70,70,0,"Midfielder",1300000,6000,2,3,288,324,355,331,309,202
"Marc Mateu",28,70,70,1,"Midfielder",1400000,7000,3,3,335,350,332,336,327,200
"J. Onomah",21,70,80,NA,"Midfielder",2900000,10000,3,3,283,317,357,314,266,168
"R. Jenssen",30,70,70,1,"Midfielder",1600000,4000,3,2,321,322,370,367,329,170
"A. Sissoko",28,70,70,2,"Midfielder",1400000,10000,2,3,314,291,341,349,326,196
"Y. Al Shehri",28,70,70,2,"Midfielder",1800000,20000,4,3,308,339,353,292,290,98
"C. Mandanne",33,70,70,0,"Midfielder",1100000,5000,3,3,335,319,389,315,316,116
"D. Aleksić",27,70,70,1,"Midfielder",1900000,9000,3,4,330,353,345,363,302,100
"D. Rojas",23,70,75,NA,"Midfielder",2400000,3000,3,4,295,341,378,283,289,86
"L. Cattermole",30,70,70,2,"Midfielder",1300000,8000,2,3,306,312,308,334,330,210
"E. Videla",30,70,70,0,"Midfielder",1600000,8000,3,2,312,312,348,352,324,203
"M. Mehlem",20,70,81,1,"Midfielder",3100000,9000,3,3,266,329,376,300,291,153
"Nilson Padilho",30,70,70,2,"Midfielder",1700000,10000,3,3,298,307,367,335,308,121
"J. Schouten",21,70,77,2,"Midfielder",2500000,4000,4,3,291,280,349,319,309,187
"Alef",23,70,76,1,"Midfielder",2100000,1000,3,3,255,297,295,326,297,214
"Javi Castellano",30,70,70,2,"Midfielder",1300000,7000,2,3,256,265,266,286,295,204
"S. Özcan",20,70,82,1,"Midfielder",3100000,9000,3,3,288,327,339,296,327,210
"D. Kinsombi",22,70,76,2,"Midfielder",2400000,7000,3,3,269,270,357,359,305,205
"N. Hauptmann",22,70,78,4,"Midfielder",2600000,10000,3,4,268,337,385,302,267,158
"Jota",25,70,71,1,"Midfielder",2100000,7000,3,3,287,343,368,309,332,173
"S. Amallah",21,70,76,2,"Midfielder",2400000,6000,3,3,322,341,336,339,311,151
"Francisco Ramos",23,70,75,NA,"Midfielder",2300000,4000,3,3,300,344,318,331,323,182
"J. Roa",26,70,70,4,"Midfielder",1900000,3000,3,2,264,283,370,377,319,210
"H. Traorè",18,70,86,NA,"Midfielder",3700000,4000,3,3,329,342,350,339,290,176
"M. Grimes",22,70,76,3,"Midfielder",2400000,15000,3,5,285,346,341,316,293,182
"J. Igbekeme",22,70,77,3,"Midfielder",2500000,6000,3,2,304,334,379,341,331,191
"F. Falco",26,70,70,3,"Midfielder",1900000,4000,3,3,308,341,411,316,274,73
"K. Hashimoto",24,70,71,2,"Midfielder",2100000,6000,3,2,306,311,354,346,335,200
"P. Bartolomei",28,70,70,1,"Midfielder",1800000,4000,3,4,325,348,348,346,301,178
"N. Ninković",23,70,75,1,"Midfielder",2400000,3000,3,4,328,348,337,302,289,74
"M. Gakpa",24,70,75,4,"Midfielder",2300000,5000,3,2,308,353,379,302,293,141
"D. Johnson",25,70,73,2,"Midfielder",2200000,9000,3,3,301,343,387,342,315,149
"K. Bistrović",20,70,82,3,"Midfielder",2800000,500,3,3,318,303,316,302,292,213
"M. Kieftenbeld",28,70,70,1,"Midfielder",1400000,15000,3,3,322,316,337,380,324,212
"C. Aboagye",23,70,76,4,"Midfielder",2400000,10000,3,3,291,356,406,310,303,127
"H. Al Moqahwi",30,70,70,3,"Midfielder",1700000,20000,3,3,315,320,338,348,299,147
"A. Power",30,70,70,3,"Midfielder",1300000,5000,2,3,266,285,315,307,331,191
"S. Napoleoni",32,70,70,1,"Midfielder",1400000,15000,3,4,328,301,330,269,282,81
"A. Konradsen",27,70,70,2,"Midfielder",1800000,5000,3,3,326,322,348,384,334,201
"Daniel Amora",30,70,70,3,"Midfielder",1300000,10000,3,2,258,293,309,344,307,188
"P. Toranzo",36,70,70,0,"Midfielder",6e+05,8000,3,3,322,370,287,325,328,163
"E. Hestad",23,70,74,2,"Midfielder",2300000,5000,4,3,304,338,366,325,298,162
"M. Hartel",22,70,76,1,"Midfielder",2400000,15000,3,4,304,334,379,304,257,84
"J. Flum",30,70,70,1,"Midfielder",1300000,10000,3,3,317,308,259,339,330,196
"P. Coutts",29,70,70,0,"Midfielder",1700000,9000,3,3,300,330,320,338,327,189
"K. Shibasaki",33,70,70,1,"Midfielder",1100000,8000,3,4,334,347,337,338,280,123
"F. Valiani",37,70,70,4,"Midfielder",475000,2000,3,4,293,341,364,367,325,158
"Álex López",30,70,70,0,"Midfielder",1600000,5000,3,3,290,356,333,333,341,161
"Christian Rivera",20,70,79,NA,"Midfielder",2400000,9000,3,3,277,297,301,322,305,204
"L. Ebecilio",26,70,71,2,"Midfielder",2100000,5000,3,3,320,324,364,368,298,104
"G. Bouzoukis",20,70,80,3,"Midfielder",2900000,500,3,3,282,350,349,301,271,133
"Jeong Jae Yong",27,70,70,3,"Midfielder",1800000,6000,3,3,299,270,297,371,320,187
"K. Misao",22,70,76,2,"Midfielder",2400000,7000,3,2,281,322,350,316,292,202
"M. Bodmer",35,70,70,1,"Midfielder",750000,8000,3,4,330,358,192,294,344,205
"K. Smith",27,70,70,1,"Midfielder",1800000,20000,3,3,289,319,360,328,322,205
"T. Weilandt",26,70,70,3,"Midfielder",1900000,10000,3,3,302,327,358,309,254,107
"José Mari",30,70,70,1,"Midfielder",1300000,6000,3,3,298,327,339,363,327,194
"J. Minala",21,70,76,NA,"Midfielder",2400000,3000,3,3,301,316,311,350,315,188
"A. Coeff",26,70,73,2,"Midfielder",1800000,4000,2,3,306,295,320,330,312,198
"Kwon Soon Hyung",32,70,70,2,"Midfielder",1300000,5000,3,3,316,341,320,334,324,179
"F. Pizzini",24,70,73,2,"Midfielder",2300000,10000,3,2,289,334,375,328,261,78
"H. Belkebla",24,70,76,2,"Midfielder",2100000,4000,3,3,284,326,323,318,311,197
"Jonatan Lucca",24,70,75,2,"Midfielder",2300000,4000,2,3,297,321,278,325,322,185
"R. Fernández",33,70,70,0,"Midfielder",1100000,5000,3,3,310,359,345,343,332,166
"M. Büchel",27,70,70,0,"Midfielder",1800000,9000,3,3,284,330,376,345,334,184
"J. Osorio",26,70,71,1,"Midfielder",2100000,5000,3,4,307,340,353,326,326,153
"L. Pico",26,70,73,1,"Midfielder",1800000,3000,2,3,251,318,326,355,302,180
"M. Sáček",21,70,77,4,"Midfielder",2500000,500,3,3,281,326,360,338,313,190
"J. Fulton",24,70,77,2,"Midfielder",2100000,10000,3,3,292,286,324,319,313,210
"E. López",23,70,74,3,"Midfielder",2300000,15000,3,4,290,347,377,334,243,105
"P. Erras",23,70,75,1,"Midfielder",2e+06,10000,2,3,232,222,202,274,273,203
"T. Belmonte",20,70,82,1,"Midfielder",3100000,8000,3,4,315,295,338,345,332,201
"Juan Dominguez",28,70,70,1,"Midfielder",1800000,10000,3,3,285,336,331,352,327,179
"J. Yueill",21,70,78,0,"Midfielder",2600000,4000,3,2,303,337,334,313,312,168
"Nenê Bonilha",26,70,71,3,"Midfielder",2100000,6000,3,3,312,346,362,301,307,149
"M. Terrazzino",27,70,70,1,"Midfielder",1900000,15000,4,2,314,337,362,301,302,85
"A. Rocha",25,70,71,4,"Midfielder",2100000,7000,3,3,250,323,358,329,319,187
"J. Pi",24,70,75,NA,"Midfielder",2e+06,4000,3,3,282,313,351,349,315,189
"J. Cevallos",23,70,74,3,"Midfielder",2300000,8000,3,4,315,352,324,348,321,92
"K. Wolze",28,70,70,0,"Midfielder",1400000,5000,3,3,325,351,380,369,346,198
"Eddy Silvestre",25,70,73,1,"Midfielder",1900000,6000,3,3,286,317,342,374,311,196
"Campillo",27,70,70,1,"Midfielder",1900000,6000,3,3,309,364,322,347,328,150
"M. Bogado",33,70,70,NA,"Midfielder",725000,8000,3,3,284,356,349,356,314,202
"I. Bel Hassani",25,70,72,NA,"Midfielder",2200000,6000,4,2,308,347,348,306,284,117
"O. Ejaria",20,70,82,NA,"Midfielder",3100000,15000,4,3,311,342,344,307,286,180
"Sergi Samper",23,70,75,3,"Midfielder",2e+06,5000,3,3,261,298,287,298,302,199
"Jung Seok Hwa",27,70,70,4,"Midfielder",1900000,5000,3,4,303,345,379,322,281,151
"C. Eiting",20,70,78,3,"Midfielder",2600000,8000,3,4,278,348,342,324,315,196
"M. Saymak",25,70,73,2,"Midfielder",2200000,9000,3,3,295,309,370,315,302,125
"Yeom Ki Hun",35,70,70,2,"Midfielder",775000,5000,3,3,352,366,339,355,341,91
"Dorca",35,70,70,1,"Midfielder",425000,5000,2,3,287,277,267,359,319,195
"J. Andersen",25,70,72,4,"Midfielder",2100000,4000,3,3,302,331,340,359,326,188
"C. Donis",23,70,76,1,"Midfielder",2400000,1000,3,3,311,329,334,352,312,186
"M. Diemers",24,70,73,2,"Midfielder",2300000,5000,3,4,312,353,348,320,329,165
"M. Pátkai",30,70,70,NA,"Midfielder",0,0,3,3,309,327,361,301,311,203
"P. Haring",25,70,74,1,"Midfielder",1900000,5000,2,4,287,290,319,299,301,207
"S. Peña",22,70,76,NA,"Midfielder",2400000,4000,3,3,321,352,349,329,312,156
"A. Tchouaméni",18,70,84,3,"Midfielder",3600000,10000,3,3,276,305,340,329,320,201
"M. Parkhurst",34,70,70,0,"Midfielder",550000,5000,2,3,265,259,289,287,272,214
"B. Rienstra",28,70,70,2,"Midfielder",1800000,7000,3,3,305,338,335,362,325,199
"L. Bénes",20,70,81,NA,"Midfielder",3100000,6000,3,3,325,353,348,315,261,115
"E. Brignola",18,70,84,4,"Midfielder",3700000,10000,3,4,298,301,363,311,258,48
"J. Stojanović",26,70,71,2,"Midfielder",2100000,9000,3,4,340,350,296,335,313,150
"G. Thorne",25,70,73,NA,"Midfielder",1900000,6000,3,3,315,311,297,337,306,206
"M. Maddison",24,70,73,1,"Midfielder",2300000,7000,3,3,301,347,354,345,272,65
"M. Cavion",23,70,74,2,"Midfielder",2300000,3000,3,4,316,349,326,343,319,190
"S. Asamoah",24,70,75,1,"Midfielder",2e+06,6000,3,3,291,292,377,334,325,198
"S. Thern",25,70,72,1,"Midfielder",2100000,5000,3,4,296,341,378,321,325,173
"E. Elmas",18,70,83,1,"Midfielder",3100000,15000,3,4,313,331,335,335,312,180
"D. Post",29,70,70,3,"Midfielder",1400000,6000,3,3,297,302,241,367,308,200
"H. Faik",26,70,71,2,"Midfielder",2100000,10000,3,3,313,384,288,365,308,162
"B. Hämäläinen",29,70,70,1,"Midfielder",1400000,10000,3,3,301,361,353,372,339,205
"I. Brown",21,70,78,2,"Midfielder",2600000,15000,3,3,309,326,360,339,289,125
"Brahim",18,70,85,6,"Midfielder",3700000,30000,4,5,264,309,390,294,248,87
"C. Jorquera",29,70,70,3,"Midfielder",1700000,4000,3,5,317,364,352,334,325,144
"G. Prömel",23,70,77,1,"Midfielder",2500000,15000,3,4,287,290,329,344,312,196
"A. Lusamba",21,70,77,2,"Midfielder",2500000,10000,3,3,294,318,361,309,306,192
"A. Bastía",39,70,70,0,"Midfielder",120000,5000,3,3,315,309,280,344,361,194
"P. Galdames",21,70,80,2,"Midfielder",2800000,7000,3,4,291,312,370,343,318,188
"P. Michorl",23,70,76,2,"Midfielder",2400000,7000,2,3,295,349,338,343,318,194
"D. Bisoli",24,70,74,2,"Midfielder",2300000,3000,3,3,299,332,349,343,307,162
"A. Tziolis",33,70,70,0,"Midfielder",725000,10000,2,2,309,314,206,351,326,199
"I. Cofie",26,70,71,1,"Midfielder",2100000,7000,3,3,297,331,348,366,339,212
"Eguaras",26,70,71,1,"Midfielder",2100000,7000,3,3,309,332,305,350,336,204
"S. Downing",33,70,70,0,"Midfielder",1100000,30000,3,3,341,365,341,315,288,107
"C. Fandrich",27,69,69,1,"Midfielder",1100000,5000,3,4,248,336,386,302,302,160
"Park Chu Young",32,69,69,2,"Midfielder",850000,5000,3,3,332,356,331,339,311,110
"J. Holland",29,69,69,4,"Midfielder",1e+06,7000,2,4,287,303,346,368,324,200
"A. Shinnie",28,69,69,2,"Midfielder",1e+06,6000,3,4,310,331,346,319,306,165
"D. Giraldo",26,69,72,4,"Midfielder",1100000,3000,2,3,266,289,340,331,281,195
"M. Maleš",29,69,69,1,"Midfielder",1e+06,3000,2,3,284,301,359,370,309,182
"E. Hussain",25,69,72,0,"Midfielder",1300000,4000,4,3,301,336,363,331,338,189
"Álvaro Peña",26,69,70,2,"Midfielder",1200000,5000,3,4,287,351,323,292,307,160
"J. Villota",26,69,70,0,"Midfielder",1200000,2000,3,3,283,349,355,339,314,165
"V. Fındıklı",27,69,70,2,"Midfielder",1e+06,8000,3,2,251,283,228,312,289,198
