"","Name","Age","Overall rating","Potential","Team & Contract","ID","Height","Weight","foot","Best overall","Best position","Growth","Joined","Loan date end","Value","Wage","Release clause","Total attacking","Crossing","Finishing","Heading accuracy","Short passing","Volleys","Total skill","Dribbling","Curve","FK Accuracy","Long passing","Ball control","Total movement","Acceleration","Sprint speed","Agility","Reactions","Balance","Total power","Shot power","Jumping","Stamina","Strength","Long shots","Total mentality","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Total defending","Marking","Standing tackle","Sliding tackle","Total goalkeeping","GK Diving","GK Handling","GK Kicking","GK Positioning","GK Reflexes","Total stats","Base stats","Weak foot","Skill moves","Attacking work rate","Defensive work rate","International reputation","Body type","Pace / Diving","Shooting / Handling","Passing / Kicking","Dribbling / Reflexes","Defending / Pace","Physical / Positioning"
NA,"J. TarkowskiCB",25,79,82,"Burnley
2016 ~ 2022",202695,"192cm / 6'4""","81kg / 179lbs","Right",78,"CB",3,"Feb 1, 2016","N/A","€13.5M","€50K","€26.7M",291,59,40,80,72,40,308,61,54,53,72,68,305,55,63,58,75,54,334,63,82,70,81,38,318,79,79,43,65,52,78,238,79,80,79,50,14,8,12,9,7,1844,390,4,2,"Medium","Medium",1,"Normal (185+)",59,45,66,63,79,78
NA,"Sergi DarderCM CDM",24,79,84,"Espanyol
2018 ~ 2023",202648,"180cm / 5'11""","71kg / 157lbs","Right",78,"CM",5,"Jul 10, 2018","N/A","€16.5M","€30K","€35.9M",327,68,61,52,84,62,365,76,69,58,81,81,331,58,45,75,76,77,336,78,48,70,68,72,353,71,69,75,83,55,81,199,62,68,69,43,7,10,6,14,6,1954,406,3,4,"Medium","Low",2,"Lean (170-185)",51,67,78,77,65,68
NA,"D. da CostaRWB RM RB",24,79,81,"Eintracht Frankfurt
2017 ~ 2022",202429,"187cm / 6'2""","85kg / 187lbs","Right",78,"RWB",2,"Jul 1, 2017","N/A","€12.5M","€30K","€22.2M",316,79,39,71,75,52,330,73,64,49,70,74,367,77,84,68,77,61,376,68,81,92,80,55,319,72,75,67,65,40,66,228,76,78,74,54,15,15,12,6,6,1990,431,3,3,"High","Medium",1,"Normal (185+)",81,50,71,72,76,81
NA,"E. DierCDM CB",24,79,83,"Tottenham Hotspur
2014 ~ 2021",202335,"190cm / 6'3""","90kg / 198lbs","Right",81,"CB",4,"Aug 2, 2014","N/A","€14M","€70K","€27M",327,67,52,81,76,51,346,65,60,74,77,70,283,55,61,52,77,38,396,82,77,76,89,72,357,91,79,53,64,70,77,243,80,81,82,53,11,14,6,13,9,2005,422,3,2,"Medium","High",2,"Normal (185+)",58,63,71,64,80,86
NA,"D. DemmeCDM CM",26,79,80,"RB Leipzig
2014 ~ 2021",202325,"170cm / 5'7""","68kg / 150lbs","Right",78,"CDM",1,"Jan 8, 2014","N/A","€12M","€50K","€21.3M",283,71,26,57,81,48,355,73,65,62,78,77,370,68,53,88,76,85,335,64,79,95,67,30,356,82,79,67,70,58,74,228,78,77,73,59,14,10,14,12,9,1986,403,4,3,"Medium","High",1,"Normal (170-)",60,39,75,76,75,78
NA,"J. GouweleeuwCB",26,79,80,"FC Augsburg
2016 ~ 2024",202201,"188cm / 6'2""","78kg / 172lbs","Right",78,"CB",1,"Jan 9, 2016","N/A","€12M","€30K","€22.5M",296,60,46,73,68,49,287,60,45,36,80,66,341,68,69,65,78,61,366,72,68,71,78,77,336,78,84,61,71,42,74,238,80,82,76,56,13,7,16,13,7,1920,412,3,2,"High","Medium",1,"Lean (185+)",69,58,66,63,80,76
NA,"M. HintereggerCB",25,79,81,"Eintracht Frankfurt
Jun 30, 2019 On loan",201922,"184cm / 6'0""","83kg / 183lbs","Left",78,"CB",2,"Aug 31, 2016","Jun 30, 2019","€13M","€30K","€0",291,53,48,78,63,49,318,54,58,63,81,62,332,63,73,62,72,62,394,83,85,72,83,71,345,82,76,61,65,61,65,243,79,83,81,60,14,14,9,13,10,1983,413,3,2,"High","Medium",2,"Stocky (170-185)",69,61,64,59,80,80
NA,"M. RojoCB",28,79,79,"Manchester United
2014 ~ 2021",201862,"187cm / 6'2""","85kg / 187lbs","Left",78,"CB",0,"Aug 20, 2014","N/A","€10M","€110K","€19M",322,74,50,78,72,48,328,64,67,57,73,67,342,68,69,68,74,63,367,80,82,65,77,63,338,92,77,57,57,55,73,235,76,79,80,52,7,8,12,15,10,1984,418,2,3,"Medium","Medium",3,"Stocky (185+)",69,59,69,66,78,77
NA,"J. VeretoutCM CDM",25,79,82,"Fiorentina
2017 ~ 2021",201519,"176cm / 5'9""","67kg / 148lbs","Right",78,"CM",3,"Jul 25, 2017","N/A","€15.5M","€60K","€27.5M",346,74,66,54,84,68,380,76,70,76,79,79,365,68,66,76,79,76,366,76,69,79,68,74,376,72,76,72,78,78,80,217,69,76,72,47,9,10,11,8,9,2097,437,3,3,"Medium","High",1,"Normal (170-185)",67,71,79,77,71,72
NA,"G. RamírezCAM",27,79,79,"Sampdoria
2017 ~ 2021",201508,"183cm / 6'0""","77kg / 170lbs","Left",78,"CAM",0,"Aug 4, 2017","N/A","€13M","€40K","€22.1M",357,74,74,57,81,71,394,80,79,77,77,81,366,70,69,78,76,73,334,77,66,62,53,76,329,69,32,75,80,73,77,114,30,45,39,51,14,15,7,7,8,1945,401,3,4,"Medium","Low",2,"Lean (170-185)",69,75,79,80,39,59
NA,"David LópezCB CDM",28,79,80,"Espanyol
2016 ~ 2023",201505,"183cm / 6'0""","81kg / 179lbs","Right",78,"CB",1,"Aug 26, 2016","N/A","€11.5M","€30K","€25M",328,55,63,75,79,56,299,64,48,46,65,76,294,57,59,51,72,55,374,77,74,75,84,64,338,78,82,59,69,50,67,232,77,81,74,54,9,12,7,11,15,1919,415,3,2,"Medium","High",1,"Normal (170-185)",58,65,67,66,79,80
NA,"M. BadeljCDM CM",29,79,79,"Lazio
2018 ~ 2022",201144,"186cm / 6'1""","80kg / 176lbs","Right",78,"CDM",0,"Aug 1, 2018","N/A","€10M","€50K","€17M",337,69,54,66,82,66,355,72,64,58,82,79,321,55,56,68,78,64,354,72,58,79,71,74,361,76,78,62,77,68,72,229,77,76,76,52,8,9,14,15,6,2009,418,4,3,"Medium","Medium",2,"Lean (185+)",56,63,76,74,76,73
NA,"M. UthST RW RM",26,79,79,"Schalke 04
2018 ~ 2022",200318,"185cm / 6'1""","72kg / 159lbs","Left",78,"ST",0,"Jul 1, 2018","N/A","€14M","€40K","€23.8M",364,67,82,69,72,74,341,78,60,57,68,78,378,77,76,74,84,67,387,85,77,75,67,83,326,61,39,81,71,74,76,109,34,39,36,48,9,11,8,9,11,1953,412,3,3,"Medium","High",1,"Lean (185+)",76,82,69,77,40,68
NA,"S. BerghuisRW",26,79,79,"Feyenoord
2017 ~ 2022",200260,"182cm / 6'0""","75kg / 165lbs","Left",79,"CAM",0,"Jul 31, 2017","N/A","€13.5M","€20K","€20.3M",354,79,75,48,78,74,403,82,86,74,79,82,382,80,75,82,75,70,348,82,53,72,58,83,325,63,37,72,83,70,73,100,34,36,30,49,9,11,7,7,15,1961,414,3,3,"Medium","Medium",2,"Lean (170-185)",77,78,80,81,36,62
NA,"H. VanakenCAM CF",25,79,80,"Club Brugge
2015 ~ 2024",200155,"195cm / 6'5""","80kg / 176lbs","Right",80,"CM",1,"Jul 1, 2015","N/A","€15M","€30K","€22.1M",372,71,74,73,84,70,393,77,75,78,80,83,293,45,54,56,80,58,363,74,47,91,76,75,358,45,69,81,83,80,84,155,70,53,32,54,13,6,9,15,11,1988,414,5,4,"High","High",1,"Lean (185+)",50,75,80,76,61,72
NA,"CampañaCM CDM",25,79,82,"Levante
2016 ~ 2023",199823,"179cm / 5'10""","70kg / 154lbs","Right",78,"CM",3,"Aug 15, 2016","N/A","€15.5M","€30K","€33.7M",351,73,73,65,82,58,397,77,81,78,80,81,341,65,61,67,73,75,357,75,57,76,73,76,356,66,73,68,80,69,80,219,75,75,69,42,8,11,6,7,10,2063,437,3,3,"Medium","Medium",1,"Normal (170-185)",63,73,79,77,73,72
NA,"Jordi MasipGK",29,79,79,"Real Valladolid
2017 ~ 2022",199575,"180cm / 5'11""","76kg / 168lbs","Right",78,"GK",0,"Jul 17, 2017","N/A","€8.5M","€20K","€18.7M",106,20,12,13,42,19,121,17,21,20,38,25,334,62,64,70,73,65,217,26,83,41,54,13,115,21,16,11,55,12,54,48,21,14,13,394,83,76,78,75,82,1335,457,3,1,"Medium","Medium",1,"Lean (170-185)",83,76,78,82,63,75
NA,"NolitoLM LW",31,79,79,"Sevilla
2017 ~ 2020",199561,"175cm / 5'9""","72kg / 159lbs","Right",79,"CAM",0,"Jul 16, 2017","N/A","€11M","€20K","€23.1M",353,77,79,56,76,65,389,80,82,80,67,80,387,74,70,82,82,79,350,74,66,66,63,81,357,73,50,81,79,74,82,115,49,39,27,53,10,15,12,8,8,2004,417,3,4,"High","Low",3,"Normal (170-185)",72,78,76,80,45,66
NA,"DaniloRB LB",26,79,79,"Manchester City
2017 ~ 2022",199304,"184cm / 6'0""","78kg / 172lbs","Right",78,"RB",0,"Jul 23, 2017","N/A","€10.5M","€110K","€19.4M",353,74,61,69,77,72,373,73,76,76,69,79,363,73,76,70,79,65,391,85,74,82,76,74,362,75,81,75,64,67,69,233,78,77,78,53,14,5,15,14,5,2128,446,4,3,"High","Medium",2,"Lean (170-185)",75,70,73,74,77,77
NA,"R. BarkleyCAM CM",24,79,82,"Chelsea
2018 ~ 2023",199189,"185cm / 6'1""","87kg / 192lbs","Right",78,"CAM",3,"Jan 5, 2018","N/A","€16M","€90K","€30.8M",342,65,68,65,83,61,384,83,68,70,79,84,338,69,70,66,75,58,369,81,62,69,77,80,336,74,45,72,80,65,80,163,54,58,51,51,9,14,12,6,10,1983,428,5,4,"Medium","Medium",2,"Normal (185+)",70,73,77,80,54,74
NA,"B. StambouliCB CDM",27,79,79,"Schalke 04
2016 ~ 2020",198200,"180cm / 5'11""","82kg / 181lbs","Right",78,"CDM",0,"Aug 26, 2016","N/A","€10.5M","€30K","€17.9M",284,45,50,72,77,40,307,67,42,43,79,76,338,65,63,67,78,65,352,65,73,76,76,62,342,78,80,60,74,50,80,238,83,80,75,62,8,13,11,15,15,1923,412,4,2,"Low","High",2,"Normal (170-185)",64,55,67,70,80,76
NA,"D. CaligiuriRWB RB RM",30,79,79,"Schalke 04
2017 ~ 2020",197083,"182cm / 6'0""","80kg / 176lbs","Right",78,"RM",0,"Jan 25, 2017","N/A","€9M","€30K","€15.3M",366,83,72,65,78,68,378,81,80,67,70,80,384,77,78,76,79,74,389,78,76,85,70,80,383,74,76,75,77,81,76,212,70,74,68,55,12,10,13,6,14,2167,457,4,3,"Medium","High",2,"Normal (170-185)",78,75,77,80,72,75
NA,"A. FinnbogasonST",29,79,79,"FC Augsburg
2014 ~ 2022",195586,"184cm / 6'0""","80kg / 176lbs","Right",78,"ST",0,"Jul 2, 2014","N/A","€12.5M","€30K","€22.5M",338,37,84,67,71,79,324,75,56,51,67,75,354,67,68,67,82,70,371,78,66,72,78,77,331,64,20,86,72,89,83,96,30,32,34,63,6,15,16,15,11,1877,392,4,3,"Medium","Medium",2,"Normal (170-185)",68,82,62,74,33,73
"","P. JonesCB",26,79,80,"Manchester United
2011 ~ 2023",194957,"185cm / 6'1""","71kg / 157lbs","Right",78,"CB",1,"Jul 1, 2011","N/A","€12M","€110K","€23.7M",304,60,44,78,73,49,262,58,38,35,67,64,297,54,59,52,77,55,347,68,82,64,79,54,312,86,80,42,54,50,65,237,76,80,81,51,10,8,6,16,11,1810,386,3,2,"Medium","High",2,"Normal (185+)",57,51,62,60,79,77
"","W. KhazriST CF CAM LM",27,79,79,"Saint-Étienne
2018 ~ 2022",194845,"176cm / 5'9""","82kg / 181lbs","Right",79,"ST",0,"Jul 17, 2018","N/A","€13.5M","€40K","€25.7M",358,79,79,54,77,69,388,79,80,79,69,81,378,75,77,80,79,67,348,85,44,69,68,82,371,75,61,81,79,75,80,109,30,49,30,41,6,7,11,11,6,1993,424,4,4,"High","High",1,"Stocky (170-185)",76,80,77,79,44,68
"","Borja GarcíaLM CF CM",27,79,79,"Girona
2015 ~ 2022",194761,"175cm / 5'9""","72kg / 159lbs","Right",79,"CAM",0,"Aug 26, 2015","N/A","€13M","€40K","€27.3M",341,70,77,53,82,59,362,80,67,54,80,81,383,81,77,76,72,77,351,67,72,67,67,78,336,52,66,77,79,62,68,176,45,72,59,63,9,13,13,12,16,2012,433,3,3,"High","Medium",1,"Normal (170-185)",79,74,77,79,60,64
"","Hugo MalloRB",27,79,79,"Celta de Vigo
2009 ~ 2023",194229,"174cm / 5'9""","72kg / 159lbs","Right",79,"RB",0,"Jul 1, 2009","N/A","€10.5M","€30K","€22.1M",275,83,28,65,71,28,333,69,78,38,68,80,365,71,71,77,80,66,355,74,82,91,69,39,290,76,81,46,64,23,70,232,69,81,82,54,14,9,7,9,15,1904,408,3,3,"High","Medium",2,"Normal (170-185)",71,40,70,74,76,77
"","D. DidaviCAM CM",28,79,79,"VfB Stuttgart
2018 ~ 2021",193886,"180cm / 5'11""","77kg / 170lbs","Left",78,"CAM",0,"Jul 1, 2018","N/A","€12.5M","€40K","€21.3M",363,75,78,58,79,73,391,81,78,75,74,83,362,70,65,75,79,73,388,88,76,62,75,87,335,67,51,79,73,65,79,144,36,59,49,53,12,11,10,14,6,2036,424,3,3,"Medium","Medium",2,"Normal (170-185)",67,81,76,81,49,70
"","G. MedelCDM CB",30,79,79,"Beşiktaş
2017 ~ 2020",193532,"171cm / 5'7""","65kg / 143lbs","Right",79,"CDM",0,"Aug 11, 2017","N/A","€9.5M","€50K","€18.1M",286,50,31,68,79,58,287,63,35,45,73,71,391,72,69,78,80,92,372,65,82,84,82,59,354,89,81,58,68,58,78,234,75,83,76,42,14,7,9,6,6,1966,414,4,3,"Medium","High",3,"Stocky (170-185)",70,47,66,69,78,84
"","Víctor RuizCB",29,79,79,"Villarreal
2015 ~ 2020",193469,"185cm / 6'1""","78kg / 172lbs","Left",78,"CB",0,"Jul 1, 2015","N/A","€10M","€40K","€21M",278,54,37,77,71,39,305,53,67,46,70,69,303,55,59,56,75,58,327,59,78,72,80,38,301,81,79,39,56,46,69,242,80,80,82,46,12,8,6,6,14,1802,379,2,2,"Medium","Medium",2,"Normal (185+)",57,42,63,59,80,78
"","HerrerínGK",30,79,79,"Athletic Club
2012 ~ 2021",193152,"187cm / 6'2""","95kg / 209lbs","Right",78,"GK",0,"Jul 1, 2012","N/A","€8M","€20K","€16.8M",72,14,13,14,16,15,87,19,15,12,29,12,264,48,39,49,73,55,227,22,67,42,80,16,141,37,23,16,40,25,58,44,16,16,12,397,78,82,84,78,75,1232,440,3,1,"Medium","Medium",1,"Normal (185+)",78,82,84,75,43,78
"","EscuderoLB LM",28,79,79,"Sevilla
2015 ~ 2021",192679,"176cm / 5'9""","72kg / 159lbs","Left",78,"LB",0,"Jul 3, 2015","N/A","€10M","€20K","€21M",333,81,56,68,77,51,358,68,69,69,77,75,378,72,77,74,78,77,370,81,74,83,69,63,352,75,81,67,63,66,69,236,80,76,80,58,9,15,7,13,14,2085,436,2,3,"Medium","Medium",1,"Lean (170-185)",75,63,74,72,78,74
"","Kike GarcíaST",28,79,79,"SD Eibar
2016 ~ 2021",192678,"186cm / 6'1""","79kg / 174lbs","Right",78,"ST",0,"Feb 3, 2016","N/A","€13M","€30K","€27.3M",367,56,78,80,72,81,292,75,42,46,49,80,327,65,66,65,77,54,381,82,74,71,79,75,325,71,37,82,65,70,80,90,35,34,21,50,7,9,8,13,13,1832,393,4,3,"Medium","Medium",1,"Normal (185+)",66,78,61,75,38,75
"","ElkesonST LW",28,79,79,"Guangzhou Evergrande
2019 ~ 2022",192598,"180cm / 5'11""","83kg / 183lbs","Right",78,"ST",0,"Jul 9, 2019","N/A","€13M","€30K","€28.6M",372,67,75,79,75,76,375,76,76,80,66,77,393,88,76,80,75,74,391,86,76,80,77,72,364,68,56,77,78,85,76,122,30,57,35,47,9,16,7,8,7,2064,433,4,4,"High","Medium",2,"Stocky (170-185)",81,77,73,77,49,76
"","J. PastoreCM LW RW",29,79,79,"Roma
2018 ~ 2022",191180,"187cm / 6'2""","78kg / 172lbs","Right",79,"CAM",0,"Jul 1, 2018","N/A","€12M","€70K","€20.4M",370,77,70,61,84,78,400,83,83,69,80,85,347,65,67,79,73,63,320,78,49,55,64,74,360,62,69,74,82,73,78,155,45,59,51,51,14,9,6,10,12,2003,419,4,4,"High","Medium",3,"Lean (185+)",66,73,81,82,56,61
"","J. GuðmundssonRM LM",27,79,79,"Burnley
2016 ~ 2021",191076,"179cm / 5'10""","77kg / 170lbs","Left",78,"RM",0,"Jul 20, 2016","N/A","€13M","€60K","€24.7M",365,82,70,64,77,72,388,79,79,77,75,78,385,79,77,76,77,76,382,82,78,79,69,74,351,66,62,74,79,70,78,178,60,63,55,45,7,6,14,10,8,2094,440,4,4,"High","High",1,"Normal (170-185)",78,74,78,78,61,71
"","A. LjajićCAM LW",26,79,80,"Beşiktaş
May 31, 2019 On loan",190544,"182cm / 6'0""","74kg / 163lbs","Right",78,"CAM",1,"Jul 19, 2016","May 31, 2019","€15M","€50K","€0",341,72,69,48,78,74,404,85,80,83,70,86,391,81,76,81,74,79,345,78,63,68,58,78,301,44,32,73,77,75,75,109,39,35,35,45,6,14,7,6,12,1936,406,4,4,"High","Low",2,"Lean (170-185)",78,73,76,84,37,58
"","M. HitzGK",30,79,79,"Borussia Dortmund
2018 ~ 2021",190243,"194cm / 6'4""","89kg / 196lbs","Right",78,"GK",0,"Jul 1, 2018","N/A","€8M","€40K","€13.6M",112,12,27,18,29,26,87,13,15,17,25,17,231,41,46,41,72,31,233,38,67,38,78,12,93,25,23,8,15,22,42,42,13,15,14,382,81,78,63,79,81,1180,426,3,1,"Medium","Medium",2,"Normal (185+)",81,78,63,81,44,79
"","RafaelRB",27,79,79,"Olympique Lyonnais
2015 ~ 2021",189681,"172cm / 5'8""","78kg / 172lbs","Right",78,"RWB",0,"Aug 3, 2015","N/A","€10.5M","€60K","€20M",330,77,53,64,77,59,356,80,77,51,70,78,404,84,78,79,80,83,371,72,82,82,73,62,373,85,79,79,72,58,76,227,73,77,77,47,14,7,6,12,8,2108,447,3,4,"High","Medium",2,"Normal (170-185)",81,60,74,79,75,78
"","J. WilshereCM CAM CDM",26,79,80,"West Ham United
2018 ~ 2021",189461,"172cm / 5'8""","68kg / 150lbs","Left",78,"CAM",1,"Jul 9, 2018","N/A","€14.5M","€80K","€28.6M",341,73,62,58,84,64,391,81,77,71,80,82,366,68,63,76,76,83,340,74,66,68,60,72,365,81,61,77,81,65,80,191,62,64,65,56,6,15,15,9,11,2050,422,2,3,"Medium","Medium",3,"Normal (170-)",65,67,80,81,62,67
"","B. HübnerCB",28,79,79,"TSG Hoffenheim
2016 ~ 2022",189433,"193cm / 6'4""","86kg / 190lbs","Left",78,"CB",0,"Jul 1, 2016","N/A","€10M","€40K","€17M",254,47,20,85,57,45,252,58,40,42,49,63,280,54,55,45,78,48,277,52,61,63,79,22,297,76,79,41,51,50,71,244,81,84,79,55,16,8,7,8,16,1659,352,2,2,"Medium","Medium",2,"Normal (185+)",55,31,51,59,82,74
"","SouzaCDM CM",29,79,79,"Al Ahli Jeddah
2018 ~ 2021",189423,"188cm / 6'2""","80kg / 176lbs","Right",78,"CDM",0,"Aug 23, 2018","N/A","€10M","€40K","€17M",313,63,55,75,76,44,351,71,68,61,73,78,345,67,69,69,74,66,387,77,65,91,83,71,359,83,80,66,67,63,74,236,79,81,76,47,10,12,7,10,8,2038,437,4,3,"High","Medium",2,"Normal (185+)",68,63,70,73,79,84
"","F. CoquelinCDM CM",27,79,80,"Valencia
2018 ~ 2022",189271,"177cm / 5'10""","74kg / 163lbs","Right",78,"CDM",1,"Jan 11, 2018","N/A","€12M","€40K","€26.1M",318,68,54,63,80,53,337,74,66,41,78,78,379,72,72,77,77,81,364,74,80,74,79,57,358,85,78,68,75,52,76,233,76,80,77,51,9,9,8,10,15,2040,436,3,3,"Medium","High",2,"Normal (170-185)",72,59,74,76,76,79
"","S. RudyCDM CM RB",28,79,79,"Schalke 04
2018 ~ 2022",189251,"179cm / 5'10""","74kg / 163lbs","Right",79,"CM",0,"Aug 27, 2018","N/A","€10M","€30K","€17M",342,73,63,59,81,66,402,78,82,79,81,82,367,69,65,77,81,75,354,73,65,77,66,73,362,58,82,72,79,71,80,230,80,76,74,56,13,8,13,12,10,2113,437,3,3,"Medium","Medium",2,"Lean (170-185)",67,68,79,79,77,67
"","S. RondónST",28,79,79,"Dalian Professional
2019 ~ 2022",189250,"186cm / 6'1""","85kg / 187lbs","Right",78,"ST",0,"Jul 19, 2019","N/A","€13M","€20K","€28M",365,55,78,84,73,75,310,70,59,65,40,76,323,67,71,64,75,46,389,85,72,75,88,69,322,77,35,80,65,65,76,85,39,28,18,52,13,13,7,5,14,1846,397,4,3,"High","Medium",2,"Stocky (185+)",69,77,62,70,37,82
"","V. WanyamaCDM CM",27,79,80,"Tottenham Hotspur
2016 ~ 2021",188942,"184cm / 6'0""","87kg / 192lbs","Right",80,"CB",1,"Jul 1, 2016","N/A","€12M","€80K","€23.1M",329,62,61,71,75,60,331,68,62,57,70,74,321,54,59,63,80,65,380,79,77,74,90,60,358,89,80,63,61,65,74,239,78,83,78,59,6,14,10,13,16,2017,423,3,2,"Low","High",2,"Normal (170-185)",57,65,67,70,79,85
"","S. LulićLM",32,79,79,"Lazio
2011 ~ 2020",188427,"183cm / 6'0""","78kg / 172lbs","Right",79,"RM",0,"Jul 1, 2011","N/A","€10M","€50K","€17M",361,82,66,70,78,65,373,80,76,61,78,78,387,77,83,73,78,76,395,84,71,89,73,78,355,76,74,78,72,55,74,227,73,78,76,46,5,12,14,10,5,2144,460,4,3,"High","High",2,"Normal (170-185)",80,72,77,78,75,78
"","R. BoudebouzCAM RM ST",28,79,79,"Celta de Vigo
Jun 30, 2019 On loan",188388,"177cm / 5'10""","74kg / 163lbs","Left",78,"CAM",0,"Aug 9, 2017","Jun 30, 2019","€12.5M","€30K","€0",353,80,77,45,78,73,398,80,83,82,75,78,376,75,73,78,73,77,341,77,61,68,60,75,339,58,35,74,82,90,79,122,57,35,30,62,10,12,16,10,14,1991,413,4,4,"High","Medium",2,"Lean (170-185)",74,77,79,79,42,62
"","Alex TeixeiraST CAM",28,79,79,"Jiangsu Suning
2016 ~ 2019",188081,"174cm / 5'9""","72kg / 159lbs","Right",80,"CAM",0,"Feb 5, 2016","N/A","€13M","€30K","€28M",351,63,77,54,79,78,353,80,73,49,70,81,440,94,90,91,82,83,386,72,82,85,72,75,350,52,65,80,79,74,84,108,30,35,43,52,10,9,14,7,12,2040,437,4,4,"High","Medium",3,"Normal (170-185)",92,76,73,82,42,72
"","C. NoboaCM CDM",33,79,79,"Ecuador
Free",187457,"183cm / 6'0""","75kg / 165lbs","Right",78,"CM",0,"Jul 1, 2017","N/A","€0","€0","€0",355,74,65,72,78,66,394,77,76,81,80,80,364,73,73,77,75,66,394,75,79,90,71,79,376,68,78,72,78,80,72,225,75,75,75,60,15,8,11,15,11,2168,450,3,4,"High","High",2,"Normal (170-185)",73,71,78,77,75,76
"","K. AsamoahLB",29,79,79,"Inter
2018 ~ 2021",186832,"173cm / 5'8""","75kg / 165lbs","Left",79,"CDM",0,"Jul 2, 2018","N/A","€9.5M","€60K","€16.2M",358,78,55,68,81,76,382,82,72,68,79,81,400,77,77,85,78,83,389,84,78,76,75,76,378,82,79,77,76,64,76,239,80,79,80,21,5,4,3,4,5,2167,460,3,4,"High","High",2,"Stocky (170-185)",77,68,78,82,78,77
"","D. WelbeckST LW",27,79,79,"Arsenal
2014 ~ 2019",186146,"185cm / 6'1""","73kg / 161lbs","Right",77,"ST",0,"Sep 2, 2014","N/A","€13.5M","€110K","€25.7M",373,69,75,78,75,76,343,78,61,62,64,78,375,76,83,76,78,62,376,78,80,74,75,69,327,75,32,79,71,70,76,118,47,38,33,53,9,10,6,12,16,1965,419,3,3,"High","High",3,"Normal (185+)",80,74,70,77,43,75
"","N. KalinićST",30,79,79,"Atlético Madrid
2018 ~ 2021",185431,"187cm / 6'2""","80kg / 176lbs","Right",78,"ST",0,"Aug 9, 2018","N/A","€12M","€60K","€24.6M",368,60,83,78,72,75,317,73,64,54,48,78,345,67,73,69,78,58,352,76,68,71,77,60,333,68,42,87,66,70,78,106,46,32,28,47,9,11,9,11,7,1868,399,4,3,"High","High",3,"Lean (185+)",70,76,64,74,42,73
"","J. KingCF ST",26,79,80,"AFC Bournemouth
2015 ~ 2021",185422,"184cm / 6'0""","82kg / 181lbs","Right",79,"CF",1,"Jul 1, 2015","N/A","€15M","€80K","€29.6M",361,65,81,68,74,73,346,81,69,53,64,79,404,86,91,75,78,74,381,79,72,76,78,76,332,65,34,80,74,79,77,99,33,39,27,51,12,9,11,12,7,1974,429,3,4,"Medium","Medium",1,"Normal (170-185)",89,79,69,79,38,75
"","MarianoRB",32,79,79,"Galatasaray
2017 ~ 2020",184949,"177cm / 5'10""","69kg / 152lbs","Right",79,"RWB",0,"Jul 17, 2017","N/A","€7M","€60K","€13.3M",330,83,54,59,76,58,370,75,82,56,75,82,390,87,79,74,77,73,382,84,70,90,70,68,352,76,72,74,69,61,70,224,71,72,81,56,10,12,12,9,13,2104,446,3,3,"High","Medium",1,"Lean (170-185)",83,64,75,77,71,76
"","S. FeghouliRM RW CAM",28,79,79,"Galatasaray
2017 ~ 2022",184881,"176cm / 5'9""","75kg / 165lbs","Right",79,"RW",0,"Aug 14, 2017","N/A","€12.5M","€70K","€23.8M",349,78,68,60,75,68,369,85,67,68,67,82,407,83,86,84,78,76,356,79,72,72,58,75,309,62,31,77,77,62,65,93,30,32,31,48,13,7,10,10,8,1931,411,3,4,"High","Low",3,"Normal (170-185)",85,72,74,83,34,63
"","L. PrattoST",30,79,79,"River Plate
2018 ~ 2022",184252,"187cm / 6'2""","91kg / 201lbs","Right",78,"ST",0,"Jan 9, 2018","N/A","€12M","€30K","€16.8M",371,70,77,79,71,74,345,75,67,56,70,77,350,68,74,71,76,61,404,86,76,75,91,76,376,84,54,81,79,78,78,163,57,46,60,59,8,15,6,15,15,2068,437,3,3,"High","Medium",2,"Stocky (185+)",71,79,71,75,56,85
"","G. MercadoCB RB",31,79,79,"Sevilla
2016 ~ 2019",183892,"180cm / 5'11""","83kg / 183lbs","Right",78,"CB",0,"Aug 9, 2016","N/A","€8.5M","€20K","€17.9M",341,68,60,76,71,66,313,57,68,54,65,69,348,75,75,66,72,60,361,68,76,77,82,58,333,81,80,63,60,49,69,235,77,80,78,56,12,16,10,12,6,1987,423,3,2,"Medium","Medium",1,"Stocky (170-185)",75,61,66,62,79,80
"","M. SakhoCB",28,79,80,"Crystal Palace
2017 ~ 2021",183285,"187cm / 6'2""","83kg / 183lbs","Left",78,"CB",1,"Aug 31, 2017","N/A","€11.5M","€60K","€22.7M",252,58,23,74,77,20,262,50,50,30,69,63,278,49,55,50,70,54,325,51,75,70,91,38,305,87,81,36,61,40,76,234,74,82,78,50,14,12,9,7,8,1706,367,2,2,"Medium","High",3,"Normal (185+)",52,33,65,55,78,84
"","A. RamiCB",32,79,79,"Olympique Marseille
2017 ~ 2021",183280,"190cm / 6'3""","90kg / 198lbs","Right",77,"CB",0,"Jul 13, 2017","N/A","€7M","€50K","€13.3M",264,36,45,74,64,45,287,56,43,55,66,67,300,52,67,54,73,54,372,75,76,72,91,58,272,78,78,24,44,48,73,231,79,78,74,21,5,3,5,5,3,1747,387,3,2,"High","High",3,"Normal (185+)",60,53,53,60,78,83
