"Name","Age","Overall.rating","Potential","Years Left","field_position","Value","Wage","Skill.moves","Heading.accuracy","Long.passing","Ball.control","Total.movement","Jumping","Stamina","Strength","Total.mentality","Total.defending"
"Álex Pérez",26,71,73,1,"Defender",2400000,7000,2,75,54,53,207,45,62,87,257,208
"Y. Barbet",25,71,74,0,"Defender",2500000,20000,3,71,73,67,322,61,70,76,317,214
"Wagner Orsinho",30,71,71,2,"Defender",1700000,15000,2,59,71,64,368,66,67,62,318,209
"C. Ramírez",30,71,71,0,"Defender",1800000,2000,2,72,69,62,285,85,72,78,295,215
"O. Coulibaly B",28,71,71,0,"Defender",1900000,1000,3,66,59,72,341,75,79,72,273,214
"T. Mings",25,71,73,NA,"Defender",2400000,10000,3,63,59,65,304,62,71,81,299,211
"Rúben Fernandes",32,71,71,0,"Defender",1400000,7000,2,71,59,62,315,77,75,75,296,207
"Joaquín",22,71,82,4,"Defender",3600000,10000,2,72,66,67,290,61,73,80,301,205
"A. Calabresi",22,71,79,3,"Defender",3e+06,15000,2,65,42,54,308,68,66,78,262,224
"H. Wahl",24,71,74,4,"Defender",2500000,7000,2,71,43,56,298,80,68,79,236,212
"C. Avevor",26,71,72,4,"Defender",2300000,10000,2,68,59,59,318,81,55,87,256,206
"David Costas",23,71,76,3,"Defender",2700000,10000,2,75,65,70,327,74,66,65,290,210
"Botía",29,71,71,1,"Defender",1800000,20000,2,72,65,53,285,75,70,79,280,208
"S. Romagnoli",28,71,71,NA,"Defender",1900000,4000,2,75,51,52,264,70,68,86,244,214
"M. Hector",25,71,74,1,"Defender",2500000,15000,2,73,58,59,288,67,66,79,299,209
"F. Erpen",35,71,71,3,"Defender",550000,7000,2,74,57,63,242,76,67,80,263,207
"D. Lemos",29,71,71,1,"Defender",1800000,10000,2,72,66,62,327,77,87,75,314,216
"P. Burner",22,71,78,1,"Defender",2800000,15000,3,62,66,70,365,65,65,62,298,211
"Kadu",31,71,71,0,"Defender",1600000,15000,2,72,35,49,297,76,58,78,243,215
"T. Clarke",30,71,71,1,"Defender",1800000,10000,2,68,41,44,296,91,66,80,231,213
"Tiago",28,71,72,NA,"Defender",2200000,10000,2,75,44,40,268,70,62,88,252,212
"Y. Koné",22,71,78,3,"Defender",2800000,15000,3,55,50,69,378,61,68,66,274,210
"L. Pernica",28,71,72,2,"Defender",2200000,1000,2,67,57,55,332,75,70,74,297,212
"P. Mwene  B",24,71,75,2,"Defender",2600000,15000,3,37,53,67,402,72,91,52,271,203
"J. Fuentes",23,71,80,1,"Defender",3200000,5000,2,60,69,63,353,80,84,77,294,204
"J. Laso",27,71,72,0,"Defender",2200000,10000,2,67,47,55,292,72,71,84,244,212
"B. Acosta",31,71,71,2,"Defender",1600000,4000,2,68,60,59,276,80,71,93,250,207
"Tramontinaldo",34,71,71,2,"Defender",675000,10000,2,69,71,72,361,55,63,54,283,226
"L. Antei",26,71,74,2,"Defender",2500000,4000,2,70,53,55,263,70,58,70,246,220
"C. Quintana",30,71,71,3,"Defender",1800000,9000,2,75,63,62,248,70,68,84,248,206
"A. Tinnerholm",27,71,71,3,"Defender",2e+06,6000,3,25,62,67,354,58,92,69,309,210
"J. Attamah",24,71,74,1,"Defender",2500000,10000,2,66,66,55,325,78,77,78,270,213
"Bremer",21,71,80,4,"Defender",3200000,15000,2,75,54,60,320,75,54,78,249,207
"L. Quintana",26,71,74,3,"Defender",2500000,15000,2,65,60,67,294,87,76,78,247,212
"Defendi",32,71,71,0,"Defender",1400000,8000,2,77,51,61,234,56,51,81,255,203
"Jonas",26,71,72,2,"Defender",2300000,20000,2,56,58,60,311,70,72,74,292,213
"D. Batth",27,71,73,3,"Defender",2300000,20000,2,75,56,44,192,74,72,91,246,211
"Silvosinho  B",34,71,71,2,"Defender",675000,10000,2,75,63,76,341,69,76,60,293,211
"Tony Muttinho B",34,71,71,2,"Defender",675000,15000,2,66,71,67,335,51,73,77,302,216
"Zhang Linpeng",29,71,71,1,"Defender",1800000,10000,2,75,58,59,342,80,76,85,305,198
"Tito  B",32,71,71,1,"Defender",1300000,10000,3,62,67,69,352,78,69,63,288,212
"M. Samudio",31,71,71,0,"Defender",1600000,7000,3,67,56,71,350,76,79,80,307,202
"B. Angulo B",28,71,71,2,"Defender",1900000,6000,3,58,58,65,369,74,79,77,278,208
"Ivo Pinto",28,71,71,0,"Defender",1900000,15000,3,57,61,65,372,67,76,70,300,208
"B. Schmitz",23,71,74,3,"Defender",2500000,10000,2,59,53,67,341,67,71,72,290,213
"Feng Xiaoting",32,71,71,1,"Defender",1400000,10000,2,75,73,57,299,75,71,70,318,213
"Álvaro Arroyo",29,71,71,2,"Defender",1800000,6000,2,48,42,58,340,84,82,79,281,220
"C. Martina",28,71,71,NA,"Defender",1900000,9000,2,66,60,64,325,87,76,71,310,213
"A. Wilkinson",33,71,71,1,"Defender",950000,7000,2,68,59,60,250,71,74,78,309,213
"G. Scognamiglio",31,71,71,2,"Defender",1600000,4000,2,82,42,47,286,84,70,88,282,207
"J. Gómez B",24,71,74,2,"Defender",2500000,10000,3,54,64,68,405,81,75,58,309,198
"M. Jedinák",33,71,71,0,"Defender",950000,10000,2,71,65,68,270,57,57,81,361,214
"H. Choudhury",20,71,81,3,"Defender",3400000,20000,2,64,63,67,350,69,78,71,301,221
"E. García",28,71,71,4,"Defender",1900000,15000,3,56,60,69,380,75,90,57,297,198
"Renato Neto",26,71,72,0,"Defender",2700000,15000,3,74,75,72,262,48,48,86,365,212
"Álvaro Lemos B",25,71,74,2,"Defender",2400000,7000,3,62,59,68,379,74,79,66,312,202
"Pombaxinho",34,71,71,2,"Defender",725000,9000,2,77,61,55,245,55,50,90,276,222
"A. Williams",33,71,71,NA,"Defender",950000,20000,2,66,70,60,263,60,54,81,278,207
"Deivid",29,71,71,2,"Defender",1800000,8000,2,67,59,67,297,61,64,77,297,211
"C. Mulgrew",32,71,71,2,"Defender",1400000,20000,2,73,71,69,275,58,70,79,332,211
"M. Bokadi",26,71,73,3,"Defender",2400000,10000,2,71,67,62,277,53,76,78,272,209
"M. Piedrahita",33,71,71,0,"Defender",9e+05,3000,3,58,68,73,375,72,80,73,333,201
"Heitinho Zanon",34,71,71,2,"Defender",725000,9000,2,63,44,48,319,79,77,74,266,212
"David Simón",28,71,71,1,"Defender",1900000,7000,3,61,63,70,354,70,85,61,297,200
"G. Hanley",26,71,72,4,"Defender",2300000,15000,2,71,56,43,273,82,50,78,268,216
"Jorge Teixeira",31,71,71,2,"Defender",1600000,8000,2,71,61,58,256,51,67,88,329,207
"G. González",23,71,78,NA,"Defender",0,0,2,60,73,58,362,55,85,47,262,213
"S. Magnasco",25,71,72,1,"Defender",2300000,7000,3,58,58,65,370,78,88,75,297,200
"P. Klingmann B",30,71,71,1,"Defender",1700000,5000,3,64,64,68,330,71,78,74,290,215
"C. De Norre B",21,71,77,4,"Defender",2700000,7000,3,46,64,72,374,80,80,63,319,206
"B. Godfrey",20,70,82,4,"Defender",2800000,10000,2,62,61,66,354,77,78,81,274,208
"E. Echiéjilé",30,70,70,0,"Defender",1300000,1000,3,70,58,66,346,72,76,73,294,213
"Jony Reitosa",26,70,70,2,"Defender",1500000,10000,2,58,55,62,397,78,83,78,279,214
"J. Filipović",25,70,73,1,"Defender",1900000,8000,2,71,57,57,275,58,63,77,225,210
"J. Valenzuela",34,70,70,2,"Defender",550000,10000,2,68,50,58,310,81,61,75,284,211
"Barbosaldinho",30,70,70,2,"Defender",1300000,9000,2,61,47,52,298,73,68,73,264,209
"M. Bjørnbak",26,70,73,3,"Defender",1800000,5000,2,70,62,55,259,80,66,90,264,197
"U. Hünemeier",32,70,70,1,"Defender",1e+06,7000,2,69,60,61,286,71,54,73,291,211
"F. Ogier",29,70,70,4,"Defender",1400000,5000,2,73,50,62,282,83,81,75,224,210
"J. Lawrence",25,70,73,2,"Defender",1900000,10000,2,68,72,64,269,52,67,76,266,210
"M. Sampirisi",25,70,71,0,"Defender",1800000,3000,2,68,62,66,329,71,73,74,273,211
"João Lucas",22,70,74,3,"Defender",1900000,3000,3,62,68,64,336,63,73,56,293,205
"G. Varela",25,70,73,4,"Defender",1800000,10000,3,60,51,69,382,72,63,67,277,214
"M. Morishige",31,70,70,4,"Defender",1200000,7000,2,73,72,65,290,70,65,74,312,210
"Alberto Benito",26,70,71,1,"Defender",1700000,6000,3,58,59,64,361,64,88,71,284,207
"H. Mendyl B",20,70,83,4,"Defender",3e+06,10000,3,58,53,72,379,60,73,66,320,191
"T. Knipping",25,70,72,0,"Defender",1800000,4000,2,70,50,51,279,72,75,83,229,212
"S. Janko",22,70,74,NA,"Defender",1900000,20000,3,60,50,64,386,68,74,68,282,198
"C. Ganea",26,70,71,NA,"Defender",1700000,7000,2,64,62,65,378,58,82,61,278,203
"K. Mac Allister",20,70,81,NA,"Defender",2700000,9000,2,58,50,65,350,70,78,57,289,215
"Lourival Dinisco",30,70,70,2,"Defender",1300000,10000,2,76,71,52,301,72,56,77,255,212
"J. AnderssonB B",21,70,78,4,"Defender",2200000,9000,3,39,61,67,394,62,80,58,301,190
"E. Blanco",28,70,70,0,"Defender",1400000,2000,2,63,64,68,334,69,78,84,312,205
"F. Mladenović",26,70,70,1,"Defender",1500000,6000,3,56,65,68,355,64,78,50,293,197
"S. Popov",27,70,70,2,"Defender",1500000,8000,3,66,62,63,321,78,67,72,281,211
"S. Vergini",29,70,70,2,"Defender",1400000,10000,2,67,61,64,230,39,67,81,293,214
"Cifu B",27,70,70,1,"Defender",1500000,6000,3,55,55,69,373,80,75,70,312,203
"Carlos Gutiérrez",26,70,71,1,"Defender",1700000,7000,2,73,55,62,243,39,62,84,240,214
"A. Balzano",32,70,70,1,"Defender",975000,3000,2,55,58,60,363,67,80,77,266,215
"J. Sánchez",20,70,76,3,"Defender",2100000,20000,2,61,54,68,373,67,79,65,275,205
"D. Appiah",26,70,71,2,"Defender",1700000,10000,2,62,57,62,372,79,88,66,302,208
"Ł. Trałka",34,70,70,0,"Defender",550000,6000,2,66,66,61,287,76,81,79,336,202
"Thierry Correia",19,70,84,3,"Defender",3400000,3000,3,55,53,72,399,72,70,58,295,200
"K. Leerdam",28,70,70,0,"Defender",1400000,5000,3,73,65,70,357,88,81,69,309,201
"J. Rodríguez",22,70,77,2,"Defender",2100000,7000,2,74,48,63,304,83,62,78,239,205
"W. Faes",20,70,78,2,"Defender",2300000,6000,2,70,64,63,309,72,65,78,259,210
"G. McAuley",38,70,70,0,"Defender",120000,15000,2,79,49,58,192,72,34,73,290,212
"C. Ascues",26,70,73,4,"Defender",1800000,5000,2,71,67,67,309,75,67,77,300,197
"Akapo",25,70,73,0,"Defender",1800000,10000,2,62,62,64,358,85,75,71,287,206
"V. Sarı",29,70,70,2,"Defender",1400000,9000,2,71,60,70,322,66,75,75,292,203
"D. Schmidt",31,70,70,1,"Defender",1200000,7000,2,62,56,53,302,80,68,82,275,214
"Babanco",32,70,70,1,"Defender",1300000,8000,3,58,67,71,353,72,74,74,319,203
"F. Pogba",27,70,70,1,"Defender",1500000,5000,2,67,61,58,298,71,69,84,263,203
"E. Seka",31,70,70,2,"Defender",1200000,5000,2,70,40,58,288,77,76,91,234,205
"M. Volta",31,70,70,NA,"Defender",1200000,4000,2,74,50,52,312,90,67,78,215,211
"Aridane",29,70,70,1,"Defender",1400000,6000,2,71,53,54,297,90,84,91,253,203
"B. Schenkeveld",26,70,72,0,"Defender",1800000,7000,2,56,66,68,350,63,72,79,328,206
"J. Grimm",31,70,70,1,"Defender",1200000,10000,2,71,68,66,293,72,72,66,274,217
"B. Djimsiti",25,70,74,3,"Defender",1900000,10000,2,75,66,65,232,33,67,78,296,209
"Y. Cabral",26,70,73,NA,"Defender",1800000,7000,2,78,56,44,231,57,42,87,258,207
"R. Matarrita",23,70,75,2,"Defender",2e+06,4000,3,59,63,69,375,75,75,63,327,206
"S. Breitkreuz",26,70,73,2,"Defender",1800000,5000,2,75,46,52,302,80,65,79,286,206
"A. Rrahmani",24,70,74,2,"Defender",2e+06,500,2,75,54,62,278,70,75,83,262,203
"O. Zahustel",27,70,70,2,"Defender",1500000,1000,2,75,58,67,361,81,82,69,315,193
"S. Pocognoli",30,70,70,1,"Defender",1300000,9000,3,63,64,67,343,72,73,69,337,210
"Núrio  B",23,70,75,5,"Defender",2e+06,7000,3,57,57,70,385,80,72,71,294,195
"H. Quiñones",26,70,71,1,"Defender",1700000,2000,3,58,54,70,353,71,82,63,301,195
"J. Angulo",29,70,70,1,"Defender",1300000,3000,3,65,71,70,341,61,84,77,294,212
"M. Lustig",31,70,70,0,"Defender",1200000,20000,3,74,68,71,279,81,73,76,277,220
"R. Thelander",26,70,70,2,"Defender",1500000,8000,2,71,53,50,268,68,64,83,247,212
"G. Alcoba",33,70,70,1,"Defender",725000,8000,2,75,46,56,294,65,68,79,249,200
"K. Rosenberry",24,70,74,3,"Defender",1900000,4000,2,57,64,69,366,76,74,64,316,207
"D. Williams",29,70,70,0,"Defender",1700000,30000,3,69,67,68,354,80,86,76,332,212
"G. Celis",25,70,73,NA,"Defender",1900000,7000,2,67,70,68,345,72,53,67,311,200
"J. Worrall",21,70,81,NA,"Defender",2700000,15000,2,73,52,46,275,74,66,81,231,212
"C. Vilches",34,70,70,4,"Defender",550000,3000,2,72,61,53,257,82,65,83,247,209
"C. Dunkley",26,70,72,1,"Defender",1800000,30000,2,72,50,57,283,74,69,81,258,208
"T. Pachonik",23,70,75,1,"Defender",2e+06,3000,3,67,59,66,339,64,84,80,280,198
"Kim Young Gwon",28,70,71,2,"Defender",1600000,8000,2,69,69,62,331,75,80,74,316,205
"O. Hüsing",25,70,73,0,"Defender",1900000,3000,2,76,36,50,234,63,75,88,246,208
"T. Makino",31,70,70,3,"Defender",1200000,7000,2,70,62,64,329,77,75,78,293,206
"J. Mensah",27,70,71,1,"Defender",1700000,5000,2,68,67,55,293,76,71,79,254,200
"I. Sylla B",24,70,74,4,"Defender",1900000,10000,3,60,67,71,344,73,80,72,331,192
"F. Depaoli",21,70,80,0,"Defender",2500000,7000,3,59,69,72,360,34,66,52,320,203
"Bernardo",24,70,74,2,"Defender",2e+06,5000,2,76,57,59,230,76,63,89,247,195
"N. Paz",26,70,73,3,"Defender",1800000,15000,2,70,54,58,236,33,68,91,260,212
"U. Uçar",31,70,70,1,"Defender",1200000,10000,3,54,61,69,330,68,78,67,315,212
"C. Medjani",33,70,70,2,"Defender",725000,10000,2,74,68,59,302,86,77,75,301,216
"M. Hefele",27,70,71,2,"Defender",1700000,20000,2,71,65,52,212,69,53,88,307,204
"Saúl",23,70,77,0,"Defender",2100000,5000,3,59,54,72,333,61,64,66,274,210
"David García",24,70,75,2,"Defender",2e+06,5000,2,71,65,66,296,84,74,74,291,201
"N. Gorosito",29,70,70,3,"Defender",1400000,6000,2,70,62,61,295,76,62,79,304,202
"C. Forsyth",29,70,70,1,"Defender",1300000,20000,2,70,60,70,304,78,76,73,298,210
"F. Klein",31,70,70,1,"Defender",1200000,10000,3,58,65,67,356,64,82,63,325,205
"P. Jagne",28,70,70,0,"Defender",1400000,9000,3,60,64,68,367,83,80,87,321,198
"E. Saveljich",27,70,72,NA,"Defender",1700000,5000,2,69,55,54,224,62,66,83,249,206
"L. Di Plácido  B",24,70,74,1,"Defender",1900000,9000,3,51,62,70,397,68,78,65,322,198
"N. Obiora",26,70,71,1,"Defender",1700000,5000,2,67,68,68,331,84,79,88,291,201
"A. Cadavid",32,70,70,2,"Defender",1e+06,3000,2,75,53,44,222,59,34,91,279,200
"B. Meling",23,70,75,1,"Defender",2e+06,4000,3,42,60,65,383,79,87,35,317,208
"G. Belaud",31,70,70,1,"Defender",1200000,5000,2,59,52,67,351,74,82,73,307,207
"M. Barbieri",24,70,75,NA,"Defender",2e+06,8000,2,74,45,46,314,94,54,85,253,202
"Vinicius Trieiro",26,70,70,2,"Defender",1500000,10000,3,57,63,68,356,54,76,65,304,201
"S. Ajayi",24,70,73,1,"Defender",1900000,15000,2,71,57,63,308,73,77,80,258,204
"Jailson Oliva",26,70,70,2,"Defender",1500000,15000,3,50,56,64,395,69,77,46,267,201
"Nolaskoain",19,70,81,5,"Defender",2600000,5000,3,73,66,70,323,73,72,74,308,206
"B. Behrendt",26,70,72,1,"Defender",1800000,9000,2,68,71,51,314,74,68,78,286,210
"L. Reyes",27,70,70,0,"Defender",1500000,30000,3,62,62,66,370,70,82,62,276,200
"G. Kagelmacher",30,70,70,1,"Defender",1300000,8000,2,62,63,67,328,69,73,71,325,212
"Zheng Zhi",37,70,70,1,"Defender",120000,7000,3,66,66,77,303,55,33,66,358,208
"R. Nissen Kristensen",20,70,77,3,"Defender",2100000,7000,3,65,66,65,345,73,87,77,316,196
"J. Marveaux",35,70,70,2,"Defender",425000,3000,2,65,66,63,302,71,74,71,334,214
"F. Holland",27,70,70,1,"Defender",1500000,10000,3,63,62,69,371,78,79,67,276,214
"M. Varnier",20,70,82,NA,"Defender",2800000,10000,2,70,53,59,304,73,68,81,266,208
"J. Paredes B",30,70,70,NA,"Defender",0,0,3,57,67,67,406,71,76,61,269,204
"K. Wagner B",21,70,74,2,"Defender",1900000,4000,2,64,61,65,349,81,77,73,248,209
"J. Brabec",25,70,73,1,"Defender",1900000,500,2,69,60,68,287,54,61,76,297,211
"J. Šimunović",23,70,74,2,"Defender",2e+06,20000,2,69,56,59,304,68,65,79,253,210
"I. Lewczuk",33,70,70,0,"Defender",725000,20000,2,62,53,63,276,70,57,82,316,208
"A. Espino",26,70,71,2,"Defender",1700000,6000,2,59,56,59,367,65,82,69,308,206
"L. Jiménez",29,70,70,0,"Defender",1400000,6000,2,70,52,54,314,70,68,79,286,201
"L. Venuti",23,70,75,NA,"Defender",2e+06,3000,2,56,49,65,361,73,82,49,206,201
"M. Mostefa",34,70,70,2,"Defender",550000,4000,2,69,69,63,283,71,72,83,319,190
"Adrià Pedrosa",20,70,83,4,"Defender",3e+06,10000,3,57,64,72,387,63,68,59,292,197
"V. Sielis",28,70,70,3,"Defender",1400000,4000,2,65,62,62,336,72,74,89,283,205
"V. Kravets",20,70,80,4,"Defender",2500000,10000,3,63,25,68,326,62,69,81,252,205
"M. Dos Santos",28,70,70,2,"Defender",1400000,6000,2,66,56,64,302,81,67,78,275,205
"B. Capon B",30,70,70,2,"Defender",1700000,10000,3,59,62,64,368,76,85,64,332,206
"L. Cáceda",30,70,70,NA,"Defender",0,0,2,65,39,49,266,55,57,87,237,214
"B. Nieuwkoop",22,70,75,1,"Defender",2e+06,7000,3,66,70,70,353,84,75,70,296,202
"P. Huntington",30,70,70,2,"Defender",1300000,8000,2,75,53,38,214,68,50,87,265,207
"Baena",29,70,70,1,"Defender",1400000,6000,2,59,65,66,258,83,54,72,329,205
"S. Logan B",30,70,70,2,"Defender",1300000,5000,3,55,58,67,372,71,82,67,288,207
"J. Rivierez",29,70,70,0,"Defender",1300000,5000,2,69,55,63,314,82,83,81,288,212
"J. Castelletto",23,70,78,1,"Defender",2300000,4000,2,66,67,61,341,88,80,70,295,202
"M. Matip",32,70,70,0,"Defender",1e+06,15000,2,73,62,58,327,82,70,76,273,204
"A. Aldrete",30,70,70,4,"Defender",1300000,15000,3,62,61,68,349,82,79,65,315,206
"T. Tawatha B",26,70,71,1,"Defender",1700000,15000,2,59,63,70,376,70,66,66,257,206
"D. Nounkeu",32,70,70,1,"Defender",1e+06,10000,2,71,60,63,335,82,68,78,248,198
"N. Onuoha",31,70,70,4,"Defender",1200000,5000,2,69,58,55,303,68,60,90,283,199
"C. Dell'Orco  B",24,70,74,NA,"Defender",1900000,7000,3,69,59,69,330,71,69,67,276,210
"M. Morrison",30,70,70,0,"Defender",1300000,15000,2,71,59,52,286,73,75,79,247,210
"I. Canuto",32,70,70,2,"Defender",1e+06,8000,2,72,67,57,288,82,68,82,250,212
"A. Farrell",26,70,71,0,"Defender",1700000,5000,3,58,59,65,358,69,81,77,286,207
"J. Robinson",24,70,73,1,"Defender",1900000,20000,2,64,59,64,367,83,69,59,290,219
"Y. Andreu",29,70,70,0,"Defender",1300000,10000,3,62,62,69,332,65,72,64,266,215
"Guilherme Sityá",28,70,70,1,"Defender",1400000,6000,3,52,66,70,380,75,78,77,295,200
"Lasure",24,70,74,3,"Defender",1900000,5000,2,62,59,65,339,66,80,70,281,210
"J. Van Rankin B",25,70,73,3,"Defender",1800000,15000,3,60,64,67,370,63,78,61,307,205
"J. Clarke-Salter",20,70,82,2,"Defender",2800000,6000,2,67,61,51,287,71,68,77,231,215
"J. Quiñones",28,70,71,0,"Defender",1600000,3000,2,79,64,55,186,29,70,93,235,207
"Roderick Miranda",27,70,72,2,"Defender",1700000,1000,2,67,59,58,217,54,65,86,274,210
"D. Zbozień",29,70,70,1,"Defender",1300000,4000,2,62,63,63,348,82,77,71,315,206
"R. Coly",22,70,77,3,"Defender",2100000,15000,2,62,63,67,357,83,78,75,256,205
"Philipe Sampaio",23,70,77,0,"Defender",2100000,6000,2,70,54,44,234,62,70,90,236,209
"A. D'Alberto",23,70,75,2,"Defender",2e+06,4000,3,57,54,64,352,77,71,65,279,209
"J. Domínguez",30,70,70,2,"Defender",1300000,15000,2,67,58,62,329,84,70,74,276,208
"Bóveda",29,70,70,1,"Defender",1300000,6000,3,66,64,69,343,71,74,64,317,206
"R. Pucino",27,70,70,2,"Defender",1500000,3000,3,62,66,63,367,67,81,66,277,207
"Pol García",23,70,75,1,"Defender",2e+06,6000,2,69,67,64,310,74,52,69,277,206
"C. Roberts",22,70,77,3,"Defender",2100000,10000,3,53,58,64,346,61,81,62,287,207
"Torrejón",32,70,70,0,"Defender",1e+06,15000,2,70,57,52,242,53,47,80,271,213
"Nuno Campos",25,70,73,1,"Defender",1800000,6000,3,51,58,72,379,81,77,57,281,200
"H. Menosse",31,70,70,0,"Defender",1200000,6000,2,77,57,48,283,66,71,86,274,205
"Aderllan Santos",29,70,70,4,"Defender",1400000,20000,2,72,39,48,257,58,62,76,269,212
"J. Dudziak",22,70,75,0,"Defender",2e+06,9000,3,48,58,73,395,79,77,51,320,199
"Renato Chaves",28,70,70,2,"Defender",1400000,15000,2,70,53,52,281,82,62,79,272,215
"Lee Yong",31,70,70,3,"Defender",1200000,7000,2,46,61,60,372,86,73,60,313,208
"M. Zeffane",26,70,71,0,"Defender",1700000,15000,3,57,66,66,371,71,88,63,321,197
"C. Traoré B",23,70,76,3,"Defender",2e+06,10000,3,66,63,70,349,68,70,69,278,205
"M. Dal HendeB",27,70,70,2,"Defender",1500000,10000,3,71,66,68,369,80,83,78,327,200
"J. San Román",29,70,70,0,"Defender",1300000,7000,3,59,58,66,331,73,81,65,297,218
"N. Gavory",23,70,75,2,"Defender",2e+06,9000,3,60,71,67,349,77,80,63,300,199
"V. Huerta",24,70,73,3,"Defender",1900000,5000,2,73,51,40,238,79,70,87,232,211
"S. Kaya",27,70,70,1,"Defender",1500000,20000,2,73,62,52,322,76,65,70,265,206
"B. Urribarri",31,70,70,1,"Defender",1200000,8000,2,52,60,63,403,80,84,33,301,190
"P. Álvarez",34,70,70,0,"Defender",5e+05,9000,2,67,62,67,335,77,67,81,306,211
"J. Onguéné",20,70,82,3,"Defender",2800000,10000,2,75,34,51,330,85,68,83,231,211
"D. Fisher",24,70,74,2,"Defender",1900000,7000,3,58,50,64,363,70,80,73,267,210
"T. Hubočan",32,70,70,0,"Defender",1e+06,20000,2,68,57,56,325,83,71,77,295,214
"B. Sanneh",23,70,76,4,"Defender",2100000,9000,2,75,50,63,336,78,68,74,266,204
"C. Henao",29,70,70,1,"Defender",1400000,2000,2,68,35,56,233,68,68,89,279,210
"P. Olkowski B",28,70,70,1,"Defender",1400000,7000,3,55,58,68,357,61,81,72,305,203
"M. Caligiuri",34,70,70,1,"Defender",550000,6000,2,65,68,65,334,85,65,72,318,211
"S. Willems",27,70,71,2,"Defender",1700000,8000,2,68,60,64,335,64,65,66,275,214
"L. Paqarada B",23,70,74,1,"Defender",1900000,4000,3,55,66,71,356,62,75,65,282,203
"K. N'Doram",22,70,79,4,"Defender",2400000,20000,2,70,67,69,297,76,68,75,284,215
"B. Baráth",26,70,70,1,"Defender",1500000,5000,2,72,59,61,311,82,68,77,217,202
"R. Perraud",20,70,80,NA,"Defender",2500000,4000,3,62,68,70,364,53,76,59,329,205
"T. Kister",31,70,70,1,"Defender",1200000,5000,2,73,52,48,255,49,61,92,206,207
"I. Plastun",27,70,71,3,"Defender",1700000,10000,2,76,62,58,226,54,65,74,256,212
"M. Matvienko",22,70,78,2,"Defender",2200000,500,2,64,54,55,339,72,74,65,270,216
"E. Imorou",29,70,70,0,"Defender",1300000,10000,3,66,66,65,363,72,77,69,316,207
"L. Villalba",23,70,75,NA,"Defender",2e+06,6000,3,59,60,69,367,79,74,60,303,196
"D. Cavaré",23,70,75,1,"Defender",2e+06,6000,3,69,60,66,332,64,72,88,307,212
"H. Lybohy",34,70,70,0,"Defender",550000,10000,2,68,45,46,233,73,55,88,250,207
"Antoñito",30,70,70,2,"Defender",1300000,10000,3,54,49,68,401,76,87,62,304,194
"Igor Rossi",29,70,70,1,"Defender",1400000,15000,2,76,60,61,240,69,70,84,261,201
"P. Heise",27,70,70,3,"Defender",1500000,15000,3,58,62,73,353,72,82,72,311,197
"M. Clarke",21,70,83,1,"Defender",3e+06,5000,3,69,60,58,285,72,73,86,281,207
"K. Danso",19,70,79,5,"Defender",2300000,6000,2,74,44,56,305,67,55,79,237,214
"M. Maloča",29,70,70,1,"Defender",1400000,7000,2,73,36,42,332,72,71,79,255,207
"K. Günter",23,70,75,2,"Defender",2e+06,8000,2,69,72,61,310,75,65,75,264,207
"S. Schonlau",23,70,74,2,"Defender",2e+06,6000,2,65,58,57,327,77,69,75,269,210
"M. Drudi",31,70,70,1,"Defender",1200000,3000,2,70,58,62,317,61,70,70,290,210
"D. Machado",24,70,73,NA,"Defender",1900000,3000,3,63,60,69,385,81,77,65,308,200
"M. Wittek B",22,70,76,1,"Defender",2e+06,5000,3,58,57,69,383,67,82,59,286,199
"Javi Galán B",23,70,75,3,"Defender",2e+06,10000,3,68,68,70,382,65,75,60,266,186
"Rafa Navarro B",24,70,75,NA,"Defender",2e+06,4000,2,69,42,70,379,82,68,31,279,204
"N. Taylor",29,70,70,2,"Defender",1300000,10000,3,61,67,71,360,76,74,65,300,213
"G. Sauro",28,70,71,0,"Defender",1600000,5000,2,71,64,56,271,78,65,80,257,198
"D. Dumić",26,70,73,NA,"Defender",1800000,10000,2,81,61,54,259,77,73,85,240,204
"M. Navarrete",26,70,71,4,"Defender",1700000,3000,2,70,56,55,305,76,77,73,259,212
"Pichu Atienza",28,70,71,1,"Defender",1600000,7000,2,71,41,55,226,45,56,92,228,206
"A. Zhirov",27,70,70,1,"Defender",1500000,5000,2,72,47,33,242,68,68,89,255,205
"N. Maraš",22,70,78,2,"Defender",2300000,5000,2,70,47,56,319,75,72,73,243,214
"JohannessonB",24,70,75,2,"Defender",2e+06,6000,2,57,57,64,371,69,91,61,301,188
"J. Jeanvier",25,70,74,3,"Defender",1900000,20000,2,69,46,60,338,72,72,80,262,202
"A. Tuia",28,70,71,2,"Defender",1600000,4000,2,70,45,53,309,86,67,81,231,207
"M. Tahrat",28,70,70,1,"Defender",1400000,7000,2,65,62,64,253,75,69,81,271,207
"E. Korkmaz",35,70,70,3,"Defender",425000,6000,2,73,33,51,261,62,48,73,232,211
"J. Irvine",25,70,72,1,"Defender",2200000,15000,3,73,63,71,336,82,80,80,344,208
"S. Birnbaum",27,70,71,1,"Defender",1700000,5000,2,73,51,60,237,83,82,79,243,199
"Lee Seul Chan",24,70,73,3,"Defender",1900000,4000,3,57,57,65,394,83,79,65,291,193
"Fabrício Baiano",26,70,71,1,"Defender",1700000,6000,2,53,62,68,339,84,77,75,271,213
